22823
AAAABBABABBBBBA BAAABAA
BBBBABAAB ABB
BBA ABAAAAABA
BAAAABBBABAABAAABB BABAAAAB
BABBABBABBABAAABBBBABABAAAAAAABBABBABBBABAAB ABAAABAABBBAAAAA
AABBABBBAABAAABAAABABAABABBBAB ABAAB
B AAAA
BBBB BABBABB
BBBAABABAAABAAB BABAAAABBABABBAAAABAA
AABBBAB BAAA
ABAABBBBB ABBBBBBABAB
BAABABBABBAAB AAAAAAABBBBBABBABAAAB
BAA ABAB
BA AAAA
BAAB $
AAABAAABAABAAAABBABBAAAAAB BBBABBABAABAAAABABABAABBAA
ABBAABA AAAABBAABBB
BA ABB
BA AB
$ ABBBBB
BAABBABBAABAB ABBBABAAAA
BBABBABAAABAB BBA
BAABBAA BBABBAAABBBA
BBBBBBBABBAB ABABBABBAAAB
BBAABBABAAABBBBBA BBBBB
BABABBBAABBAABAAAABBAAAAAAA BAAB
BA B
AABBBAABBBABABAAA BBBBABABABAABBBAAABBBAABBBB
ABBAABBAAA BABBA
AABBBBBABAAABBABABBB AABAABABBBAABA
$ B
AAAABBBBBB AAAABAABBBAAAAABBAAAAABBBABBAABBBBBABBB
BBABBAABAABBABAAB ABBABAABAAAABAABBA
ABABABBBABBBBBBB BABBAAB
AAAAABBAA BAAAAAAABAB
BBAAABAAABABABBBBA BAAAAABBBAABB
ABABAABAAAAAABAABBBBBBBB ABBAAAABBABBBBBABAAAAAAABBBB
AABABAAABB ABABABBAAABAAB
BBABABAAABBBBA BABA
AABAABAABAAB AA
ABABBBBBBAAABAABBB ABAA
BAAAAAABAAABAABAAAAABABBBAB B
AABBBAAAAABABAAABAAAAABAAABBBBBBBABBAAB BABAAAAAAABBABBBBAAAABAAAA
A AAA
BBBABBBABBABBB BAAB
BBBBAB BBBAABABA
ABBABABBAA $
BAAABBABABBBBBABABBAAB ABBBBAA
ABAAA BBABA
ABABBBABAAABBBBBBABBABAAB ABBBBBBBBABABABBABAAABAB
A ABBBABB
ABAAB AAABBBBBABAAAABBABABAB
ABAABBABAAAABBABBABBAAAAAABABBBBBABBABB AAABA
BBBAAAAABB BAAAAAABABBABB
B AABBBBBAABBAABB
BABBABABB A
BBABB BAAAABABA
BBBABBAAAAAABB BBBABAA
AAABBABAB ABBABBBBBAABBABBBABAAA
ABBAAAABBABBBBBABAAAAAAA ABABAABAAAAAABAABBBB
BAAAA AABBBAABAAAA
$ ABBAAAB
AAAABBBB ABBBBBBAAABAAAAA
AAABABAAABBABBBAABBBABBB AAAAAABBBAAB
ABBBABAAABAA ABBABABBA
ABBABB AABBBBBABBBAAAABBBBAB
BBBBBBAAABBAABA $
AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBA BBBABBB
ABAB AAABABBAABAAAAABA
ABABABAAAAAABA BAAAAB
BBAAAABAB AABABA
BA AABAAAABBABBAAAAAAAAAABB
BABBAABBB BBAAAA
BBBBAAABBBBBAABAAABBAAABAAAAAAABBABBABBAAABABABAAAABA AAAABBBBBAA
AABAABBAABAAABB AAAA
ABABBABBAB ABBBBAAAAAABAAABAAAA
BBBBABAB AAABABAABBBAA
A AAA
BBBAAB B
ABBAAAABAAABB AABABABABBAA
BABBABBABB BAABBBBBB
A BB
AAABBBAAA AAABBBB
ABBBAABBBAAAAAAABAA AABBABBBBBB
BBAAAAABABAABBABABABBBABABBABAABAA AAAAABBA
BA AABBABABBBABABABBAB
AABBABAAABA B
AABABBBBBAAAAAAABAABA A
BBBBAAAAA BAABBA
BBBAABBBBA BBABBABABBBABAAABBBAAABAA
AAABBBBBABAAAABBABAB ABA
$ BAAAAABBBAAB
BBABABA BAAAAABAAAAABA
BBBBBBAB AABBABAABBAB
BABBAAABABABB AB
AAAAABB B
$ B
AAABBB BABBBABABBAA
ABBBBABBAAB BA
$ BAAABBABBBBBABAAABABAB
AAABBB AAAAABAABA
BAAAABAAAAAAABAAAAABABABBAAABAA ABBBABBBAAABBAAAABABABBBAAAA
BBABBA BBAAAAA
BAAAAAABBAAABBB BBBBABBAABBBBBBB
BAAAAABAABB AA
A AB
ABBABAAA ABABAABBBABAB
BAAB AAABABBBB
AAAABBBABBB $
BBB AABBBBBABAAABBABA
BBABBAAA BBBAAABAAABAABBBBABBBBBBBABBBBAABBAA
ABBAAAAAABBBBA BAABBBBABABB
BAAAAAAABAB AAAAABBAA
BBAABBAB ABAABBBBBAB
$ AAAA
$ ABAAABBAAABBBAAABBABBBAABABBAAAAABA
BBBBAB BBBAABBBAA
BAABBABBB AAAAAAAAABABBBBABBABA
AAAAABAAABA BBBB
A AAABBABBABAAAAABAABAAABA
AAB BAAAAABAAABBAAAB
BABB ABBBAB
BAABBABBABBBAAABAAAA ABAAB
BBBAB BAAAABAAABAB
ABBBBBBABAABBABBABABABAAAAAAAABAABABA BBABAABABBBBAABABBB
ABAAABABBABBBA ABBBABAAAABAABBABABBB
BAA BBABBABBBBBABABBBBAABABABAA
BABAABBBAAB $
AAABBAAAABAABBAABAABBA BABBABBABAABABABBAB
BBABBAAAB AAAABBABBBBAABAB
BABBAAABABBB BABBBBAABBAABAABABABBB
ABAABAABBBBAABABBBBBABB AABBBBBAABBAABB
AABABAAB BA
BBBAAABABBABABA BABAABBB
BBBAABABA BBBBAB
BBBAABAAABB ABBBBABBBBBBBBAAB
$ AABBBBBABBBAAAABBBBABB
AABBAABA BBAABB
AABAAABAA BBBAABBAABB
BB BBABBBAAAABAAABAABABBABAABBABA
BAABABBB AAAAA
ABAABABABAAA AAAB
ABAB BBABBAAABBA
AABBABBBABB BB
ABAAABBABBABBABBABAAABBB ABABBBAAAABBAABABAABAB
ABAAAAB AAAAABBAAAB
AAABAAAA ABABABBAAA
ABABBABBBAABBBBABAAA AB
AA ABAABBAABAABAABBBABBAABABBBABAABBABBABABAB
BBBBA AAABAAABAA
BABAAAABBA BBBABABBBAB
ABAABA ABBBBAA
BBABBAAAAABAAAABBAA AAAAAAB
A ABAABAAABBAA
BABAAAABBBBA AAABBAAAABAABBAABAABBAABBBB
ABBBBAA ABBABAAAAA
BBBBB ABAB
AAABBBBBBAAA AAAABAAAABAA
BBBA BAABB
ABBABABBABBBBAA BBA
BBABBABABAAABBAABABBA B
ABBBBBBA AABBAAAABABAAAABBAABBBBBAA
AAAAABAABAAABABA BABBBAABBBABBABBAAAB
AAABBBAB AAAAA
ABBBAABBB AABABAABABA
AA ABBBAAABABBA
ABABAABABAAAAABA $
AAAAAAAABAABBAAAA AB
ABAABBAAABAAABBBABAAAAABAB AA
AABBBBA BAABAAAABAABBABAAAABBA
AABABB ABAAAA
BAAAA AABBBAABAAAABBB
ABBBBAAA ABAABAA
BAAABA AAAABBABABBBBB
BBBBABBAABBBBBB BAAAAAABBAAABB
BAABABAABABBBAAA BAAAAAAABAABAAABAABABABAAABA
BAABAABBBBBBBAAABA AAAAAAAAB
AABAABBAABAAABBABB AAAAABB
BA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBA
BAAABAA ABBABBBBABABAABBB
BAAAAABBBBAABABABABBBAABBAAA $
ABBABBABBBBBAABBBBABABBBAABABABA ABABBA
BAABAAABBBBAA AAABABABBBABAB
A BAAABBA
AAA BBABAABABAAABBBBBBBBABABB
BAAAAAAABBAABAAABAAAABBB AA
BABABBBAABBAABAAAABBAAAA ABBABBBBBBABBABA
BBABB BBAAAA
AABAABAABAABABBBBBAA AAAAAAB
BABBAAABAA BAAAAAAABBAABAAABAAAABBBBAABBBAB
A BBABAAABABABBBB
ABBABB BAABB
ABBAAAAABABAAAABBABABABBBBABAABAABABB ABBAAABAAABABBBB
AABAAAAABBA ABAABBABAAAABBABBABBAAAAAABABBBBBABBAB
ABBAAAAB AABABB
BBBBBBABBBABBBABAAAABAAAA $
AABBBBBABBBAAAABBBBABB $
AABBAABABB BBAAAA
BBBABABBBBBBBBBBAB BAAAAA
BBABB BABBBAAABBBABBAABBA
ABBBBB A
BB AAAAABAABBA
BABAA BBBBBA
BBBBABBABAABABBBBB AABBA
AABBBABBABAAABBBBAA AB
BBABBABA AAABABABAA
ABBBBBAAA AABABAAB
AAB BBAAABAAAABBA
BABBAABBABB BAA
AABABBAAABA $
ABAABAB ABB
AABBAB BBABAABAAABAABBBBBB
AABBABBB ABABBABABBBABABA
BAAABBABAAABA BAABABA
$ BAAAAABBBBAABABABABBBAABBAAA
BAAABBBBAAABBAAAAABABAB BBABAAAA
$ BAAB
BBABABAAAABBBAAABABBABBAAABBBABA AAABBBAABAABBABBBBABBBABA
AABAABBB BAAAAAAABBAABAAABAAAABBBBAABBB
ABAA AAABBABBABAAAAABAABAAABABAA
AAAABBBBBB BAABA
BABA A
AA AAABBABAAABAABAAA
BBABBAA AAAABBABBBBAAB
ABAAA AAABA
AAABA ABAAA
BBBBABAAAAAAB ABAAABABAAABABBB
AABBABAABBAB BBBBBBAB
ABBA BABAABBBBAAAABABBAA
AABBBA BAABAB
BAAAAABBAAABA ABBAAAAAAAAAABBBBAABAB
BBBA BAAAABAAABA
BBAAAAABABBAAAAAABAAAABABB AA
AABBBABBABBBB ABAA
BAAAABAB ABABABAAAAAABAAB
BAABBBBA BABABB
ABBBBBBA BABABBBBAAA
AAABAAABAAA ABA
BAAABABAAB BBBAABABAABB
BAABABABA BABAABBAAA
BBBAAB B
BBABABAAAABAAA BAABBAABBBB
A $
$ ABABAABABAAAAABA
AABAABABBBAAABAB BBABBAAB
B BABBABAAABAAABABBBAABAAABAAABABAAABBA
BAAAABAAA BB
AAABABBB AA
B ABAA
BABBBAAAAAAAAA A
$ ABBBBAABBAAAB
AAAAAABBBA AB
AAAABABABAABBBB BBABAABAAAAABBABBBABABBBBBBA
AAAAAAB ABABABBBB
BBABABA BABB
B BAAAA
AAAAB AB
BBBABBBBABAABBAABBABBABAAAAB BBBBABAB
AABBBAABAA AAA
AABAAABABBBBBA AABABAA
ABBBBBBAB BABABBAAAABBBBAA
ABAB BABAAABBABABAA
A BBB
BAA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAA
B ABBBBAAAABBAABBBBAABBBAA
ABAAABAABBBAAAAAA BABBABBABBABAAABBBBABABAAAAAAABBABBABBBABAABA
AABBBAAAABAA BBBBABB
AAAB $
BAABA AABABAABABBBBABABB
BBBAABAABA BBAABBBAABAAAAAB
BB BABB
AABBBB AABAABAAABBABA
AAA B
AAAAAA AAAAA
AB AAB
AAB BAABAA
ABAAAA BBAB
BABBBBABB ABABA
AAABABA BAB
AAABAB BBBABBBABBAABBAB
BBAAABABA AABABABBAAABA
AABAABBAABAAABBA AAAAA
BBBA BBBAABBBBBABBBBBAABB
BABBAAAA ABBAABB
AAAAA AAAA
AAB AABABBAABABBBABBBBBBBBABBB
A B
BBBBBBAAABA BBBBBBA
ABBA AABAAABBAAAAABB
ABBA BAA
AABBBBAA A
AAAAABBBBABB AAAAABBAAABABB
AABAABBAABAAABBABBA BABAAABBABBBBABAAAABAABABBAAABBAAABBAAAB
BBBAABBBAABA BB
ABAABBAABBA ABAABAAAAA
BBAAAABBBB BAA
AB AAABAB
ABA ABABBBBBAABBBABBBABBABAAA
BBABB AAABAAB
BBBAABABAA BBBBABA
AABBAAAABABAAAABBAABBBBBA ABBBBBB
AABBAAABAABAAAABBBA $
ABBBBABAABA AABAB
ABBAAAAABABAAAABBABABABBBBABAABAABA ABBAAABAAABABB
BBABABBABAAA ABBBAB
AB A
AABAABAABBA AAABABAABBABBBBBBB
BBBABAABAABB AABBBA
BBB BABBB
$ ABAABAABABBBBBBAB
BAAABAAABA A
BAABBAAABAABBABAABBBAB AAAAAAA
AABA BBAAABAB
ABAB BABAABAAAA
BAB B
ABAAB AAABBABBABAAAAABAABAAABABAAB
BAABAABBBAAA AAA
$ ABABBBBBBBABBAABA
AAAAABB ABABABBAA
BA BBABABAAABBB
AAAABABBBBABBBABBABBAAAA BBAA
ABBAAABAAA ABBABABBBABBBABBBBAABBA
BBBBBAABAAAABAABAAAABABAABABAAABB BABAABABBA
BAAA ABABAAABBAABBB
BABBBBABABA $
ABBBBABAABA ABABAAABBBABAABBBAABABBAABBBB
BBAABAAAABBBA BBABABBAABAAABAAABAAABABABABBBBBBABBAABBBBAAB
AABABAAAABABB AAAAA
ABAABBB BABBAAAAAABBBAB
ABAABA BABAABBABBABBAABAABBAB
BBAABBAAABBAAABAAAAABABAA $
AA AAA
AABBBABBABAABABAAAABBA AAABAABBBABAAABAABAAAAAAAAAAABAAAAAAAAAAABAAABAAAAAAAAAAABAAA
ABAA BAAAAAAB
BBBB BABBABB
$ AAABBBBBB
AABBBBAB BA
AAAAABBAAABAA BBAAABAABABBBABBBBBBABB
ABABAABAAAAAABAABBBBBBBB ABBAAAABBABBBBBABAAAAAAABBBB
BAAAAAAABBAABAAABAAAABBBBAABBB BAAAAB
BBAAAA ABBBAABBBABBAB
BAABABBAB ABBBAAA
AABABAAAABAB BBBAAABABBA
AAAABBBABB BBB
BBBAAAABAB BAAB
ABABABAAB AAAA
AABBAAAAA ABBBAABBBAAAAAAABAAA
BBBABBAB AABBABABABABAAB
BABBABB BBBB
AAABABAABBABB AAAAABBABABAABBBB
ABAA A
ABAA ABABBBBBBAAABAABBB
BBAAABAAABABABBBBA BBBABAABBBBAAAABA
BBABAABABBBBAABABBB ABBBBBBABAABBABBABABABAAAAAAAABAABABA
BAAAABBBBABBBB AAABAABBBABBBABB
BABBABBBB ABBBBABABAAAAABAAA
BBBAAABAABBAB ABABBBBBBAAAABABA
BAABABB AAABBBA
BABAABA BAAAAAABABBABB
AAABABABAA BBABBABA
ABBBBAAAAABABA AAABBB
AAB BBAAABAAAABBA
AABAABABBBAAABABBB AAAA
ABABB BABAAABAAABABABBBABBBBBABAAA
BBBAAAAABBA BAAAAAABABBABBA
BABABBAAAABBBBAAB ABBBBBBABB
AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBBA B
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAAB BAAAAB
AAAAABAAAAAAAAABAABBBA BBAAA
BBABAAABABABBBBAB AAB
BBBABBABAA BAABBBBABA
BBABABAAAABBBAAABABBABBAA AAABBBAABAABBABBBB
BBAAAAABABAABBBBAAA BAABABAABABBBAA
BAAAA BABBBA
BA B
ABABAAABA BABBAAAAABBABBAA
AAABABABBABAA BAABAABBABAABAABAAAB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBABBB AAAABBBBBB
BAAABAAAAA ABABAABABBBB
ABA ABBBBAABBAAABABA
AAAAABBABABAABB AAABABAABBA
BBBAAAABABABAAAAAAAAAB BAABABAAAABBBABAABBAABBAB
ABBBAAAABAABABBBBAABBBABBBB BABAABB
BABBBAABAA AAABBAB
BBBBBBAAAABABBBBBBBAAB B
AABBAB BBA
BBABBBBBBBAB AAAAAABABBBAAAB
BAAABAB ABBBAAAABAABABBBBAABBBAB
BBAABB BA
AABBABBBA BBABAAAABBA
BABABAAA BBBAAB
BBAABBAAABBAAABAAAAABABAAA A
AAABAAB AABBBAAAAABA
B ABBBBAABAABBBA
$ BAABAABBBBBBBAAAB
$ ABAABBBAABBAABABBBA
BABAAA BAAB
BBAAAAA BBABABAAAABAAA
AAAA BA
AAABAAAAABABAB ABBAABABABA
AABAAB BAAAAAAABBAABAAABAAAABBBBAAB
AAAABBABBBBAAB BBABBAA
AB BBBBBBBBABBAABA
$ AABBABBBA
AAAB ABBBABBABAABAAABBABBAAA
AABBABBBB $
BABABBBAABBAABAAAABBAAAAAAA AAABBBBA
A BABBBBAA
ABBBBBAAABAABAABBBBBBAAABAABAABBA ABBAAABAABBABBB
BAABBABBBA AAAAAAAAABABBBBABBABAA
BABABA BBBBBABBBAABAB
AA AABABBBA
AAAABA BABBAABABBAA
ABBAABAA AAB
BAAAAABBBBBAA ABBBBABBAA
AAAAABBAA ABABABBBAABBABAAAAB
BBABAABAAABAABBBBBB AABBAB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBAB AAAABBBB
ABBBBAABAABBABBABABAAA BAAB
AAB ABAABAAABABBA
AAABBAAB $
BBAAAA ABBBAABBBABBAB
BBBBAAABBBBBAABAAABBAAABAAAAAAABBABBABBAAABABABAAA ABAB
BABBABAA BABBBBABABAAABAB
$ AABABAABABAB
ABBBAAABABBAAB AABAAABB
ABABABBBBBAAAB $
BBBBAABABBAB ABABABAAAAAABAAB
BBBAABBBBBABBBBBAABB BBBA
BBAAA ABABBABBABBBBABABBB
AABBBA AABAAABBBBBBAABAABBBBBBA
AAAABBABBBBAABAB BBABBAAAB
ABBBBABAABAAB BBBAAAA
AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBBAAA BAABABAAA
BABBABBBBA BABAAABBBBBBBAABA
BABBAAABABB BABBBBAABBAABAABABABB
AA AAA
ABABAAAAABBABBBABBBB BABABBBB
BBABAABAAABABA BAABBBBBBBAABABABABBABAA
AABABABAA AAABABAAABBABBBAABBBABBBBA
BBBAABABBA ABBABBBBABAABBBBAAABABA
BBAABAAA ABBAAAAB
BAAABBABBBBBABAAABABAB $
AB BAABAABBBBBBBAAABAB
AAABBABBABAAAAABAABAAABABAA ABAA
A ABAA
BBBAABAAABB ABBBBABBBBBBBBAAB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBABBB AAAABBBBBB
ABB AABBBABBABAAABBBBAAB
ABB BBBBAAB
ABBBBABABAAAAABAAA BABBABBBB
AABBBAAB B
BBABBAAABBABBBBAAABBABBABABABA $
ABBAAAAABABAAAABBABABABBBBABAABAABAB ABBAAABAAABABBB
BAA AABABBAB
AAAAA ABBBBBAABBBAAAAABAA
BBAB AAABAA
AAAAAABBBA AAAAABBBA
AAAAABBA ABAA
AAB AAABABABBAABAABAAA
AAABBBBBB $
$ ABAABA
AAABBBAAAABAAA BBAAABAA
BBA AABBABBABBABAABBBBABBAB
ABBBBAAABBBBBBBBAAABBAABAAA BAABAAAAABBB
ABBBBBABABBAABAABBBBAAB ABBAAAAAABBBBABA
BA A
BAAA BBBABBBBABAABBAABBABBABAAAABBA
AB AAABA
ABBBBBBAABAABBABA AABABAB
BABBABBBB AAABA
BB AAAABABBBBABBBABBABBAA
AAAAABBAA BAAAAAAABAB
AABAB $
BBAB BAAAAABAAAA
AAAAAB AABAABBAABAAABBAB
BAAAAAABBAAA BBBBABBAABBBB
A BAAB
BAABB BBABABBAABBBBBBAA
AABAABABBBAAB AABBABBBBB
BBBBBABAAABABBBBBBABABAABA BBB
BA $
AAABAAABAABBBBAABABBBBA BBBABBBBBAABAABBAAABBBABBB
AAAAAABABBBA AABAAA
BABBAABABBAAAAABAABB AABABA
BABBAABBABBAB BAAAB
A BBAAABAA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAA BAAAA
AABAAB BB
BA AB
BAA BAAABBAAABBBABAAABAAABA
AABABBBAB BAAABAAAABABBBABA
BAAA BBAABBAA
BBBBAB BBBABBBBABAABBAABBABBABAAA
AAAAAB AAAAAAB
ABABAABB B
AABABAAB AAABAB
BBA BBBABBABAABAAAABABABAABB
BAABBABBABA BBBABBABAA
ABBABABB ABBBABAAABA
AAAAAAB AAAAAB
AAAAAAABAABABABAABBABAABBBAABBAAAA AAAAABBAAABABB
BAAB BA
AAAAABBA ABAA
AABBBBAABAABABBBAABAABABAAAB BAAAAAABBBBABAABABBBABB
AAAABABBABABAAABABAABBBABBABBBB BABABBBAABBAABAAAABBAAA
AABBAAA A
AAB BBAABAAAA
AB AAAABBABABAABABABA
$ AABB
BBB ABBBABBAAABABBBBABBAA
BAAB BABAAA
ABBBBAAABAAABABABABABBA BB
AABBBBBABAAABBABAB BBABABA
BAABABB BAAABAAABA
BBAAAA BBBAA
BABABBAAAABBBBAAB $
AAB AAABB
BBAB BAABBBBBBA
AABAA BBBB
BAABABAAAABBBABAABBAABBA BBBAAAABABABAAAAAAAAA
BAAABBABAAA BAABA
BBBBBAA AB
BBABBABABBBABAAABBBAAABAAB BBBBABBBBA
BABBABBBBBA BAABBBBABABB
ABA AAABBBBBABAAAABBABAB
BAAAABABABBBABBBAABB $
$ ABBBBAABAABBBA
AAB AABBBBBABAAABBABABB
AABBABBBBBBB ABABBABABBBABABABBBB
BAABABAABABBB BBAAAAABABAABBBBA
B ABBBBBABABBAABAABBBBAA
BABAABBBAABBBBAAABBBABBAABAAB ABBABBABAABAA
BBBBABAABBB ABABBABB
ABABABBBBABAABBAABBAB BBAABB
AABBAAAABABAABBB ABBAABA
BAB BAAAABAA
AAAABBAA ABBAA
BBBAAAA BAAAAAABABB
ABA ABBA
BAAA BAAAAABAAAAA
BA ABABAAAAABBABB
AABBBAAAAABBBABABAABAABBBABABBAAAABAABAABAABBAABAAAA BBBBABABBBAB
BAB AABABAABB
BAABBBBB BABBABBAB
BBBBAB ABBBA
A BAAABBA
BBAB $
ABBAAABBAABAB BBABABBAABAAABAAABAAABABABABBBBBBABBAABBB
AABBAAABBBAABA BBBAAABBABB
AABBA BABBBBABABAAABABA
AB BBBBBBBBABBAABA
BBA AA
AAABABABBBABAB BBBBAABAABAABAA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBB B
$ AAAB
BBAAABAA ABBBAABBBABBABBA
ABB AB
ABAABBB A
AABBA ABAAABABAAABABBB
BBABAB AAABAB
BBABBBBBBAAA ABA
BBABABABBBBBA BBABABBABAA
AAAABBBA B
BBBABABBBBBBBBBBABB BAAAAAB
A ABBBBBAAABABB
BBAB BABABBA
BAAAABA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABA
AAAABBBB BAAABBAA
$ B
BBBAABAABAAB ABABAAABAAA
BABBBA AABAAABBBBBBAABAABBBBBB
$ BBABBAAABBABBBBAAABBABBABABABA
BAAAAABAAAAA BAAA
BAAA ABABBBA
ABBBABAABAAAAB AABBBBBAAA
AABBBABABAABABAABBAAABBAAAABAAABABABABABABABAAAAA BAABABBABAABAAAAB
BABBBABBAAAAAAAAAB BAAABABA
BBBABBABAABAAAABABABAABB BBAABA
BAABAAAABAABBABAAAA AABB
AAABAAAAABABABB ABBAABABABAB
ABAA AAABBAAAAAABBABABAA
BBBAA ABBABABBABBBBAAAB
ABBBBAAABAABABB ABABAA
BABAA BBABBAA
A BBBAAABB
BBABAABABBBBAABABBB ABBBBBBABAABBABBABABABAAAAAAAABAABABA
BBABBAABABBABBABBABBAAA AABABABBBAB
BBABBAAABBABBBBAAABBABBABABABAABBAAB BAAAAAABBABBAABBAAB
ABBABAB AABBBAA
B AABBABAAABA
AABAAAABAAAAABBABAA AABBA
BBAAABAAABAAABBAAAAAABA BBBABABABAABAB
BBBABABBAABAAB AAAAABABAABBB
BAABA AAAA
ABABABABBB ABAABBABBB
$ BABAAB
AAABBABBABAAAAABAABAAABABAABABABA BB
BBA BABBBBAABBAA
ABBAAAABBABBBBBABAAAAAAA ABABAABAAAAAABAABBBB
ABAAAAABABBAAABBB ABBABBBBBABBBABABBABBABBBAAA
AAAABBBABB BBABBAABABBABBABBABBAAAAA
BBAAABABABB AABAABB
BBA BAAAAA
AABBAABAB BA
$ B
ABAAAA AABABB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBABB AAAABBBBB
ABBBBA BAAAAABBB
BBBBBBABABABBB ABBBAABAABBABABBBAA
AAB BA
AABBAAABABABAA AABABAB
BABBB BAAAABAAABA
AAABAABBBABBBA AABBABBB
A BAA
AABABAAAA ABAABBAABAABAABBBABBAABABBBABAABBABBAB
ABAAAAABA BBA
BBBBB BABBABBBBAAB
BAABBABBBA AAAAAAAAABABBBBABBABAA
BABAAAA ABAA
AAAAAA AAAAA
BAAAAAABABBA BBBAAAAA
BABBAAAABB AA
AAAABAAAABBBBBBBAAABAAAAAABBBBABBABABAABB BBAAAAA
AAABA AAAA
$ AABAAABABBBBB
BBAAAAABB BBAABABAABAA
AA BAAAAABAAABBAAA
ABABAABABAAAAABA $
BBBBABBB BAA
AA AAAABBBABABAABAB
BAABAABB AABB
ABBAAABBBBAB ABABABBAAA
BBBAAA BBBABBBABBAAB
BBABBABBBBBABABBBBAABABABA BA
ABAABABABABAB AABABABABBBBABBABBAAAAABBB
ABABAAAB BABBAAAAABBABBA
B BBBAABABBAAAAABBBAAAB
ABBBABABBAAAABBBBA ABABBABBAAABABBAA
BAABBBBABABBBA ABBAAAAAABBBBABA
ABABABA BAABABABAB
AAB ABAA
BAAAAABAABB AA
AABAAAAABBA BBBA
BAABBBBABABB AABBBABABAABABBAB
BBABBB BABBBA
A BABBBBABABAA
BA $
$ ABABABBBAABBABBBAAAAAB
BBAAABAAABABABBB BBBABAABBBBAAAA
AABABBB BBBBBBBABAAABBAAABAA
A AAAABA
ABAABAABABBBBBBABA BBAA
AAAAA AABBBAABAAAA
AAA AA
ABBABBABABBBAAB AABABABABBAAB
AAABAABBBABB A
AABBBAABAB A
ABA BBABBBAABBABBABAABAABA
BAAA BAAAAAABAAABAABAAAAABABBBABAAA
ABABA BAAA
BBAABBBBBAB BAA
BABBABBB A
ABBBBABAABAA AABABA
BAAAABAAAABBBBABBA ABABBAAAAAAAABBBBBBA
AAA A
AAA BABB
AABABBABBABABABABBBAABABAAAB BBB
BBBABBBBBAABAABBAAABBBA AABBAABA
ABBBBAAAAABABAAA AAABBBAA
AABBBBAAAAA ABBBAAABABBAAABAAB
BBABBBBB ABBAAABABAAABBABABABABBBBAAABBAABBBBBBABB
BAABBB BABBB
BBABBBAB BBBBBABAABAAAAABAB
AABBA BAAAAAABBAAABBB
BABBAAAABBABB BABBAB
BBBAABABAAAB BBB
AABBABAABBAB BBBBBBAB
BAA BBBAAAB
AABAABBBABA AB
AABBBAABABBAB ABAA
AAABA $
ABBAAAABBABBBBBABAAAAAAABBBB ABABAABAAAAAABAABBBBBBBB
ABBBBAB BAAAABAAABABAABBBABBBABBBBABABABBABA
BABABB BBBAABBAABBA
BABBAA BABBBBAABBAABAAB
BBAABBB ABAABBBB
BAAABABA B
B AABBABAAABA
BAAAAABAABBB B
AAAAAAABAABABABAABBABAABBBAABBAAA ABBAABBBABBAB
AABBBAAABA ABBBBBBAB
BAABABAABABBBAAA BAAAAAAABAABAAABAABABABAAABA
A AB
BABBABBABBABAAABBBBABABAAAAAAABBABBABBBABAAB ABAAABAABBBAAAAA
BAB BABBBAABBBABBABBAA
BAAB AAAA
BABAABBBAABBBBAAABBBABBAABAABAA AAAABBABABAABABABABABA
AAAA AAABA
BABBABBABBBBBBBABBABBABBBA AABABBBBABA
AABABABBAAABAB BBAAABABAB
BBBBB BABBABBB
AABA AAB
ABBBBBAAAABBBB BAAB
BAAAABAAAABBBBAB BAABBBBABABBBA
BBAAABAAA BBBAAABAAABAABBBBABBBBBBBABBBBAABB
A BABAABA
BAABAAB AABABAABABBBBABABBAB
AABABBBBBAAAAAAABAAB BBABAA
AAB AB
AABABAABABAAAB ABB
$ BAAAAAABAAABAABAAAAABABBBA
BBBBABABBBABB BABAA
ABABABBBAABBABBBAAAAABAAAABAAAA BBAABAABAABBAAAAAABAABBBBAABBABBABAA
AABBAAA A
AAAAAA AABBABABBBABABABBABA
AB BABAA
ABBAABA AAAABBAABBB
ABAABAABBBBAABABBBBBA AABBBBBAABBAA
BB BABAABBBAABAA
$ BAA
BAABABABABBBAABAAAA BBABBAABAAABABABABBBAAAABBBABBA
ABAABAAABABBAA AABBABBBAABAAABAAABABAABABBBABAB
BBABBBABBBBBAAAA AAAB
BBBBBBBBABBAABA AB
BAAABBABAAAB BAABAB
AABAAABABBBBB AABABA
AA BABBBBBBAABBBAABAABABBBABABAABBBAB
ABABABAAAAAABAAB AB
BAAAABBBBABB BABBAAB
BBBAAABBB $
AABBBABBBA AAAAABA
ABABBBABAAABBBBBBABBABAA BBBABAABAABBAAAA
ABBBABAABAAA ABBAA
