21398
BBABAABAAABAAA BBBABBAAABAA
BBAABA BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAABA
BABBBBABBAAB BABBBAAABAAABA
BBABBBAABAAABBABAA BAABBABABABBAAB
AAABB ABAB
BBABAAABAAAAB BBBABAAAABA
BA BABABBAABBABABBB
BBBBBBA BBBAA
BBAABA ABBAA
BABA BBAB
AABBBBAA AABBBABBB
BBBABAAA BAABBBBABABABAAAABA
AABBBAAB BAABBAAAABAABAAAABBAABAAAAABA
BAAA AABBB
BABBAAAAAABBA BAABBBABABAAABBBABBAAABBBB
BABBAABAB BAAAA
BBABAAAABAABA BABABBBABBAAABBBBBBBBBBAAAAAAABAAA
BABABABBABABABAABAABAAABAAAABAAAAAABA BB
AA BABABB
AAABBA BBB
AABBBAA B
BBBA BBBBBB
A BA
AABBBA BAABAABABBAABBBBAABAABBBAABABBB
BAAABBBBBBBBBABAA AAAAB
BABA BABBBAABAABAAAABABBBBABA
AAAAB BAABBAAAAAAABBABBBAABABBBABABBBABAAABABAB
BAAABABBBBABBBBBBBBABBABBAAAB BAABBBABABBBBBABBAAAABBBBABBBBABAAABBAAABA
BABAAAAAABA BBABABAABAABAAAAAABAA
BBBBBB BABA
BBABABAABAABAAA BBAABBAAAAAABAAABAAAAAABA
$ BAA
BBABBAABAAAABAAABAABAABAAABA AABBBABBBAABBABABBBBABBBABBABABABBAAAABAAAABABABB
BABAB BBBABBBBBBAAAA
BAAABBBBBBBBBABAAB BA
BAABBBBAABBBBAABAABBBB BAAAABAABABBBAB
BABABAABABBA BBBAA
BAA BBABAA
BAABABABAABA BBABABABAABAAABAABAABBA
BAA BABABABBABAABBABA
AB AAA
$ ABBB
BAABAAAAAA BBBBBABAAB
BABABBAABBABABBB BAABAA
BABAABBAAB BBABABAA
B $
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
BBABABAABAAABAABA BABAABBAABAAAAAAAB
BB BBAAB
A BABABAABBBABA
BBBABABBA BB
AB AA
BBBABAABB ABABAB
BBABB AAAABAA
BAAABABAAABBBABABABBBA AAAB
BABABABAAAAABA AAAA
BAAABAAABBBBABAABABAABABAAABAAABBABBBABBBAA B
BBABABAAAAAAA BABABBABBBABABA
BABBABBBBBBBABAAABABBABAABABBB $
BAAAABAABABBBABB BAABBBBAABBBBAABAABBBBB
BAB BABA
BAABBBBABABABAAAABAAB BBBABAAAAB
BAA ABBAABBABAAAA
$ BA
BABABBBBBBAABBABBA BABBABBBABBBBA
BBABA $
$ BBAAAB
B ABBAABBABAA
ABBA BABABBAABBAA
BB BAABBBAAABABAAAABBA
BBBA BABABAABABB
BBBAAAAA BABABAABABBAAAA
B BAAA
BABBAABBABBBBBAABABAAAA BAAB
BBBAA A
$ BBBBAABBAAAAAAA
B BBABAAAAAAABAAABAAB
BABBAABA BAAABABBAAABAAAAAABBB
A BABBBAABA
AAAAAB BBABBAABAABAAAA
BAABAB BBABBAB
BABBBAABA BABBBAAAAAAAA
BAABBBBABABABAAAABA BBBABAAA
ABAA BABABBB
ABABBABB AB
AB ABABBABB
BAABBAABABBBABBBBBBABAAAAABAABABABBAAA BBABBAAABAABAABAA
BABABAABABBAAAA BBBAAAAA
BAABAAB BABBBAB
$ BA
BAAAABABBBA BAABAAAABBBBA
BBBA ABBAABBABAAAAA
BBABABAAABB BBABBAABAAAABAAABAABAAB
A BABBBAAAABBABBABBAAB
BAAABABA BBBBAAABAA
BBABBA BAABA
BB BBAAAABAAABAAABAB
ABBAAA B
BBABAAAAABAAAABAAAAABAAABAAAAAB AB
AABA ABBABB
BBABABAABAAAAABAABAABAAABAAAABAABA BAABAA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAAAA BAABBABAABBAAABBB
BAAAABAABABBBABBABA BBA
BBBABBAAABAABAAA BBABBA
BBB A
BAAABABBBBABBBBBBBBABBABBAA BAABBBAAABBAABABABAAAAAABAABABAABAB
BAAABBABAABBABBAABBABBAABBBBBAABABAAAAAAAABABAABABBAABBBABABBABBBABBAABBABABBBBBBABABAABBBABBAAA AAABBBAABA
BAAAAABBABAAB BB
BB BABBABABBBABBABBB
BBABBAABAABAAABBAAAAB BBABAABAAAAABA
BABABABBABABABAABAABAAABAAAABAAAAAABAAABA BBAABA
BAAABBABAABABB BAAAAABAAABAABBA
BAAAABBBBB B
BBBABABBBAABAAA BABBABABBBABBABBBBABABBAA
BBABABAAAAAAAAA BABAABBAABAAAAAAA
BBAAB BABABABBAB
ABBAAABBBBBABAB ABAA
ABAA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAA
BBBB BBAAA
BABBA BABB
A BBABAAAAABAAAABAAAAABAAABAAAAA
BAAAABAABABBBAB BAABBBBAABBBBAABAABBBB
BBAAABBAA BBABAABAABAAA
$ B
BAAAABAB BAABAAAABB
ABBBB BBBAAABAABABABABABBAABAAAABAABAABAAAA
BB ABA
$ BAAABBBAAAB
BBBB ABA
BAABBABABAABABB BBABBAAAAAABAABAABAAABAAABAABA
BBBBAABB BABBBBBBAA
BAAAAABBBBABBABABABBAAABAABAABAAB ABBBAA
ABABBAB A
BABBBBABBABB BBBBBAB
BAAAABBBABBBBBABAABA BBAB
AABBBAA BBABBAAAAAABAA
BAABBBBAABBBBAABAABBB BAAAABAABABBBA
BABBAB BBB
BAA B
BAAABBA BAABAABABBAABBBBAABAABBBAABABB
BBABABAAAAAAAA BABAABBAABAAAAAA
BBABBAAB BAAABABAABABABB
BABABBBAB BAABABB
BBA BBBABAB
BAABBABABABBAABA BBABBBAABAAABBABAAA
$ BBAB
AAAA AAABBBAABABA
$ BAAAABBBB
$ BABBBAAB
BBBA AB
BBBBBBA BABAA
BBAAAB BBABABA
BABBBABBABABAABA A
AAAABAAA ABBBAAB
B BAAAABAABABBBABBA
BAAABABAABABABBAAB BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAAAB
BBABABAABAAAAABAABAABAAABAAAABAAB BAABA
$ BBBA
BBABB BBAABBAAABAAAAB
BABB BABABAABAABBB
BB BABBABABBBABBABBB
BAABABB BAABB
BAABABAB B
BA $
BABABBBBBBAABBABBABAAB BAAABBBABABBAA
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABB A
AABB $
BAAABABAAAA $
ABA ABBAABBBABABAB
ABA ABBAAAAAABA
BAABABBBABBBBBAABBBBBBBB BABABBBAA
AA B
BB ABBAAABBBBBABAB
BABBBAABAABAAAABABBBBABABB BABABB
BABBAABBABBBBBAABABAAAA BAAB
A BABABABBABAABBABA
AAA BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAA
BABBAAABAABBA AAB
BABBBBABBBBABBBBAAAAA ABBBBABA
BA BBABAAAAAAABAAABAABA
BABBBBABBBABABBB BABBBABBA
BBABBAAAA AABABAA
BAAABABAABABABBAABAABAABA BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAAAABAAA
BAABBBBAABBBBAABAABBBBBABAAA BAABBAAAABABA
B BBAAAABAAABAAABA
BABBABBBABBBBABA BABABBBBBBAABBABBABA
BABBABBBABBB BABABBBBBBAABBAB
AABAABBB BBABBAAABAAABAAAAABAABBA
B BB
BABABBABBBBBBABA BABABAAABBBABBAAABA
$ BBB
BAB A
B AAAABAA
BAABBA BBBAB
BABA BABBBAABAABAAAABABBBBABA
BBAAAABAAABAAABAB BB
BAAABBABAABBABBAABBABBAABBBBBAABABAAAAAAAABABAABABBAABBBABABBABBBABBAABBABABBBBBBABABAABBBABBAAA AAABBBAABA
BABABBBBBAABBBBABA BBBBBAA
AABB BBABBAAAAAA
ABBAABAABABBBB ABB
AABAA BAABA
A ABBABBABBBBAABBABBB
BAABAABABBAABBBBAABAABBBAABABBBB BAAABBABB
AAB ABBABBABBBBAABBABBBAB
BBBABBAAABAAABAAAA BBABBAAABAABAABAAABA
B BB
BAAABAAAABABBBABAABBBBBAABBBBBABBBAB $
BABBAA BBABABAAAB
AABB ABBA
AABBBBBAABABAAAABBAB AA
AA ABBB
BAABABABAABA BBBBAAAAA
BABABBBABBBAABB AABBBA
BABABBAABBABABBBBB AAB
AABBAAABA ABAAAB
BBBABBBBBBA BAAAAABBBBABAAABBABABBAABAAABB
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAA B
BA AABBB
BBAB BABA
ABB AAB
BAAB BABBAABBABBBBBAABABAAAA
BBAABA B
BBABABAAABBAAAB BAABABABABAABAABAAABAAABAABAAABAAB
BABBBABBABABAAB $
$ BAABBAAA
BABBABAAB BABBBABBBAABABABAABABBABBAA
BBABBA BAABA
$ BABABBA
BAAABABAABABBABAABBA BABABAABBBAABBBABAABBBAAABAAAB
BAAABABBBBABBBBBBBBABBABBAAAB BAABBBABABBBBBABBAAAABBBBABBBBABAAABBAAABA
BABBBBABBAABA BAAABBBABABBAA
BBBBAA BBBB
BBBB ABBAABBBABABAB
BBABAABAAABAA BBBABBAAABA
BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAAA BAAB
BAABBB BABBBBABAAB
B BAAAAABABBBABAABBBBB
BABABBBBBBAABBABBA BABBABBBABBBBA
BBBBBBAAABAAA BAABAAAA
BAAB BBABB
BBAABA BBABABAA
BBBABAABB ABABAB
BBBAAAAABAABA BABABABABBBBBBBBBABAABBAB
ABBB BABBBAAAABBABBABBAABBBB
B AABAA
BBBAAABAABABABABABBAABAAAABAABAABAAAAAA BAABAABABABAABBBBBBAABAAABBABBBBAABAAABA
BBBABABBBAA BABABBABAABABBA
BBBBBA BABABBBBBAABBBBAB
BBABABAABAABAAAABAAAABAAABAABA BBB
BBBAAAA BABABAABABBAAA
ABBB BABABABABBBBBBBBBABAA
BABABBA BABBAABABBBABBAABBAAABAB
BAAABBABAABABBAB AABBAAAB
BBAAABB BAABABABAAAB
AABAABBB BB
BABBA BAAAB
BAAABAAAABABBBABAABBBBBAABBBBBABBBAB $
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAAA BBBB
BBABBBAABAAABBABAAAABA BBABBAABAAABAABAABA
AAABAABBABAAAAAAAAABBABABABAAAA BBABAABAABAA
BBBAA A
BBBABAABBB BBBAABAB
ABBAABBABAA BAABBABAABB
BAABBAAA $
BAABA BBABBA
BBAAABAAA BBABBAABAA
BAABABBBABBBBBAABBBBBBBB BABABBBAA
BABBAABAB BAAAA
AAAAB BABABABAAAAABAB
BBBABAA BBABBAABAABAAABAABAAAAABAAAABAAAABA
BBA BAA
BAAABBABBB BAABAAAAAABBBABBBBBAAABBBABBAABBBABBBABABBBABAABAABAABBBAABBBAABBBBBBBABAA
AAAABAAABBA BBB
BBABBAAA BBABBABAABAA
BBABAAAAAAABAAABAABA BAB
AAB ABAAABBABBBAABAABAAA
BBBABAAAAB BAABBBBABABABAAAABAAB
BABABBBABBBAABB BAABAAABAA
BAABBA BABABAAABBBABBAAABA
BBAAAABAAABAAABA B
BAABA BAA
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
BAABBBBAABBBBAABAABBB BAAAABAABABBBA
BAAABBBBBBBBBABAAB BA
AABAABBBBB BBABBABAABAAAB
BABABBABBABBB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAAB
BABBAABAABABBABBABBBBABAABABBBBABAABAABA BABBB
BAABAAB BBA
BBABBAAABAABAAAAAABAAAABA AAAABAAAB
BAABABBBABBBBBAABBBBBBBB BABABBBAA
BABABBABBBBB BB
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
BABA ABBBB
BAAABBAB BAABAABABBAABBBBAABAABBBAABABBB
BBABBAABAABAAABAABAAAAABAAAABAAAAB BBBABA
BAABABABABA A
BBBABAA BAAABABBAAABAAAAAABB
BBB BABBABABBBABBABBBB
BABAB $
BBAA BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAA
BAB BABABAABAABB
BAABBBBAABBBBAABAABBBBBA BAAAABAABABBBABBA
$ BABBABBBBBBBABAAABABBABAABABBB
AA BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBA
BABABBBAABAA BAABABBBABBBBBAABBBBBBBBBAA
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
BAABAABABBAABBBBABAABAAAB BABBABABBBABBABBBBAB
AABBBBAAAABBBB BBABAAA
AAABABB BAABBAAAAAAABBABBBAABABBBABABBBABAAAB
$ BAAAAABABBBABAABBB
AAB BABABBAABBABABBBBB
BBABAAAAABAAAABAAAAABAAABAAAA $
ABAA ABB
AAABA B
AB AABBBBAAA
$ A
BBABBAABAAAAABAABAABAAB BABBAA
BA BB
BABB ABBBBABAA
BBBB BBB
BBABBAAABAA B
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAAA BAAABABAABABABBAA
BA AAAABAABA
BBAAB BB
BBABABAAABBAAA BAABABABABAABAABAAABAAABAABAAABAA
BBAABAA $
BBBBAABB AAAABAA
BABBA A
ABA BBBBA
BABBAABAABABBABBABBBBABAABABBBBABAABAABAABA BBBAABAB
BAABBBABAABB BBBBBBABBBAA
B BBAAAABAAABAAABA
ABB AB
BAABABBA BABABBBABA
B BAB
ABBB BAAABABBBABAABBAABA
BABABABABAAAABABAABABBBBAABBBBABBABAAAAABAABABABAAABAABBBAAABBBABABBBBBBBBAABABAAABBAB AABB
AAABA BBABBAABAABAAAAB
ABBBABBBABAB BBBABBB
BBABBAAABAAAA BBAAABA
BABBBABBA BABBBBABBBABABBB
BBABBAAABAAABAAAAABAABB BAABBBBABABABAAAABAABA
BAAAB BABBA
BBBABAAAAB BBABBAABAABAAABAABAAAAABAAAABAAAABAAAB
BBABBAAAAAABAABBABA BBABBAABAAAAABAABAABAABAAAABAAB
BBABAABAABAAAAAA BAABABABAB
BBBA BABBAB
AAAAABBB BA
BBAABBAAAAAABAAABAAAAAAB BBABABAABAABAA
BAABAAB BABABAAABBBABBAAABA
BBAABBAAABAAAABAA BBABBAA
ABBABBBAABA $
AAABBAABBBABBAB BAAABABAABABBABAABB
BA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAAA
AAAB BAABABBABAABAAAABAAB
BABAA BABABABBAAAABBBBBBABAB
BBBBAAAAABABB BBBBBABAAB
BBABAA BAAABABAABABABBAABAABAA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAA ABAA
ABBB $
BABBBBBAABBBBBABBBBABBBAABABBBBBBABAABAABAABABBBBBABABBBABABBBABAABABABAAAABBBBBBAABBB BAAABABAABABBABAABBABBABB
BAAB BABBAABBABBBBBAABABAAAA
BAAAABAABABBBAB BAABBBBAABBBBAABAABBBB
BBBABBAAABAAABAA BBABAABAAABAAAB
BABBABBAABBBBBABABABAABA AA
B $
AABBBBAAAAB BAABBBABBAABBBAABBABABBBABBAABAABBABAABBABABABBBAAABAABBAAABBAA
BAABABBBABBBBBAABBBBBBBBB BABABBBAAB
AAABAABB BAAABBAABBABBBB
B BAAABAAAABABBBABAABBBBBAABBBBBABBBABB
AAAB ABBA
BAAAABABBBAB BAABAAAABBBBAB
BBAAAABAAABAAABA B
BABBBABBABABAAB $
BABABAAABA BBABABAABAABAAABAABA
BBBABB AABBBABBBB
AABBAAAB ABBBA
BABBAAABBBABBB BAABAAABBB
BBBABABBAA BAAABABBBABAABBAABAA
BAABAABABBAABBBBABAABAAABA BABBABABBBABBABBBBABA
BBA BBABABAABAABAAAAAABA
BBABAAB AAAAABBAAABBAAAABBB
BABBBABBABABAABA A
BABAB BBABABAAA
BAAABABAABABABB BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABA
AAA BABABBA
AAABABBA AAABBBAABA
ABBB BBBBBAAAA
BA BABA
BABABB BABBB
BABBABBBABBBBAB BABABBBBBBAABBABBAB
BBAA BABBBABAAAABABAABABABABAAABA
BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAABAAAAABAA BA
BAABABB BAABAABABABAABBBBBBAABAAABBABBBBAABAA
BB BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAA
BAABAABABBAABBBBABAABAAABA BABBABABBBABBABBBBABA
BABABABAAAAABA AAAA
AAA A
BBABABAABAABAAAAA ABB
BAABBBAAABABAAAABBAB BABABBABBABABBABAA
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAA AAA
ABBBABAB AAABB
BBAAABBAA BAAAABBBBBABBABBBBBABBABABABABAA
BABBAABAA BAB
BBBABABBA BBABA
BBAABBAAABAAA ABB
BBABBA BABABBBAABAAB
B BBAAAABAAABAAABA
BBBBBBABA BAABAABABBAABBBBABAABAAABABBA
B AB
BAAAABBBBBBABABAABAAABAABBBBAABBBBAABAABBABBABBAAAABAABBBBBBBAB B
BA BABABABAAAAABABB
BABABAABAABB A
$ BBBBAABBAAAAAAA
BAAABBABAABABB BAABBAAAAAABA
BBBABAABA BAAABABBAAABAAAAAABBBA
BABBBBAA BABAB
$ BBA
BBBB BBAAA
BBBB BABB
BBBA BABABAABABB
ABBBBABBBAABBABB BBB
ABBAB BBABABAABAABAAAAAAB
BBBAABBAAA BBAB
AAABAA BAABBBAAABBAABABABAAAAAABAABABAABABABAB
BBABAAABAAAA BBABBAAABAAABAAAAABAAB
ABA BAAABBABABABBAAAAAABBABBBBAABA
AAA AABBBBBAABABAAAABBABA
BBB BBABBAABAABAAA
BBB A
BBBABB ABBAABBABBBABABABBABAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
BAAABABBAAABAAAAAABB BBBABAA
AABAAA BA
AABBAB AAA
BABABBBAABAA BAABBABAABBAABA
ABB BABBBAAAABBABBABBAABBB
BAABBABABABBAABAABA BBABBBAABAAABBABAAAABA
ABBBBABA BABBBBABBBBABBBBAAAAA
BAAAB ABBBBABAAABB
BBAB BBAAAB
BAABABBBABBBBBAABBBBBBBBB BABABBBAAB
ABBBBABBBAABBABB BAAABAABBA
BABBAABAAB BAABABABBAA
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAAAAABA AABBABABAAB
BAAAABBBBBABBABBBBBABBABABABABAA BBAAABBAA
BBABBBAABAAABBABAAAA BBABBAABAAABAABAA
BABABAABAAB BA
ABB BABBBAAAABBABBABBAABBB
BABAABB BABABABBAAAABBBBBBABABBB
BABBB ABB
BB BBABAAAABAAAABAAA
BABBABBAABBBBBABABABAABAB ABBAABBABBBABABABBABAABB
BAABAABABBAABBBBABAABAA BABBABABBBABBABBBB
$ B
BAABA BBBBBBAAAB
AAABB BBAAB
AABA ABBAABBABAAAAABB
BB ABA
B BBAAAABAAABAAABA
BBABBAAABAABAAB BAABBAABABBBABBBBBBABAAAAABAABABABBA
BBABABABAABAAABAABAABB BBABAABAAABAABAABAABAAABAAB
BAAABABAAAAB A
BABBABA BABBAB
ABBAAAB BBABAA
BABABAABBBAABBBABAABBBAAABAAA BAABAA
BBBBAABB ABA
AAAAABBAAABBAAAABB BBA
BBABABAAAAAAAAABA BABAABBAABAAAAAAABA
BBBABB BAAABBBAAABAAABBBBAAABAB
BABBAA BBABBAABAAAAABAABAABAAB
BABABBABBB $
AAAABAAA ABBBAAB
BBAAABA A
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAA BAA
BBBABBAAABA BBABAABAAABAA
BBBBAABBAAAAAAA $
BBBAB BBABAABAAAAAABAAB
AAABB ABBBABAB
AB BBABABAAABAAAAAAAABA
BB BA
BBABBBAABAAABBABAAA BAABBABABABBAABA
BBAAABBAA BBABBAABAAABAAABAA
BBBAA AA
$ B
ABA BBBBAABB
BBBABA BABBABABBBABBABBBBABA
ABAB AABBBBAAAAB
BAABABBAAB BAABBAAAAAAABBABBBAABABBBABABBBABAAABAB
BB BBABAABAABAABAAA
BABBABBBABB BABABBBBBBAABBA
ABBBBBABAABAA BBB
BBBBBBA BAABAABABBAABBBBABAABAAABAB
BAABBAAAAAABAABA ABBBAA
BABABABBAAAABBBBBBABABB BABAAB
BABABB BBABBB
BABBAAAA BBABAAB
BAABBAAB BABBBAAAABBABBABBAABBBBAAA
AB BABBBAAAABBABBABBAABB
BBBBBA BABBAB
BAAB BBABB
BBBABAAA BAABBBBABABABAAAABA
BBBABABBBAABAAAAB BABABBBBBAABBBBABAAABBB
AAA BAABABBABAABAAAABAA
BAAAABABBAAB BABBABA
BBBBBAAAAB ABAB
BA BBBABBBBB
ABBAABBABAAAA BBABAAB
BABB AB
BBABABAAAAAA BABAABBAABAAAA
BBABAABAABAAA BBAAABBAA
BABBABAA $
BAABA BABBAABBABBBBBAABABAAAAA
BAABBABAABB BBA
BBBBAA BBBAABB
BABABBBBBAABBBBAB BBBBBA
ABBB BBBBBAAABBAABAABAAAABA
AAAABAABA BA
ABBB $
BABABAABBBABABAAABAB BAABBAAAABABAABB
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
BABAABBAABAAAAAA BBABABAAAAAAAA
B BBBAB
BBBABAAAA BAABBBBABABABAAAABAA
BBAAB BB
BBABAAAAABAAAABAAAAABAAABAAAAABAA AABBBBAABBB
BBBA BBABBAABAAA
ABBAABB $
BABAB ABA
BBBAAAAABAAB BAABAAAAA
BABBAAABBBA BAABAAA
BBBBBBABBBA BAB
BAAABABABB BBBBAAABAABB
ABBBBABA BABBBBABBBBABBBBAAAAA
AA BAABBAABAAAABABAAB
BABBBABAAAABABAABABABABAAAB BBA
BBBAAA BABABAABABBAA
BBBA ABBBBABBBAABBABBA
BBAABBAAAAAABAAABAAAAAAB BBABABAABAABAA
BABABBBBBBAABBABBA BABBABBBABBBBA
BBBBAABBAAAAAAAAA AA
BBA BBAABA
$ BBAAAB
BAB B
BBBABBAAABAABAAAA BBABABAABAA
BBBABB ABBAABBABBBABABABBABAA
BBABABAAAAAAAA BABAABBAABAAAAAA
ABBABB AABA
BAAAAAAAAA BABBAABA
AAABBBAABABA AAABABBABA
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABBAAA AAAA
BABBABABBBABBABBBBABA BAABAABABBAABBBBABAABAAABA
BBBA $
BABABAABABBA BBBAA
BAABBBABABAAABBBABBAAABBB AABBABAABBBBAB
BAABBAB BABBAABBABBBBBAABABAAAAABBABAB
BA ABBAABBABAAA
ABAA B
BAAABABBAAABAAAAAABB BBBABAA
BBABAABAABAABABAAAAAAABAAAAAAABAAAAAAABAA ABAA
BBABABAABAAABAABA BABAABBAABAAAAAAAB
BBABABAAAAAA BABAABBAABAAAA
BABBBAABAABAAAABABBBBA BA
BB BABABBBBB
BABBAABABBBABBAABBAAAB A
ABA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA
AAABBA BBABAA
BBBBAAABAAB BAAABABAB
BBABAABAABAA BBAAABBA
ABBBB $
BA BABABABAAAAABABB
BBBABAB BBA
BBABAAAAABAAAABAAAAABAAABAAAAABAAAA BBBBBAB
BBBB $
BBAAABAB AB
AB BAAABABBBBABBBBBBBBABBABBAAA
BABBBBABBAAB BABBBAAABAAABA
B BB
BABABBABBABABBABAA BAABBBAAABABAAAABBAB
BABA ABBBB
BA AAAABAABA
BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAA BBA
BAABB ABBBBABBAB
BBA BA
ABBAAAABAAA BA
AABBAB BBABAAAABAAAABAA
AB ABBAABAABABBB
BABABABBABABABAABAABAAABAAAABAAAAAABAAA BBAA
BABABAABBBAABBBABAABBBAAABA BAAB
A BABBBB
BBAAABABA BBABBAAABAAAABA
BAABAAA BABBAAABBBA
AB AABBBBAAAA
BBABBAABAAAB BBBBB
BABA BBB
A BAB
AABAA BAABA
BBABAAAAABAAAABAAAAABAAABAAAA $
BABABBABBABBBBB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBB
BAABABBA BAABAABABABAABBBBBBAABAAABBABBBBAABAAA
BBA BBAABA
BBABB BABB
AAABBBAABA BAABABBAA
BAAAABBBABBBBBABAABA BBAB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABAB B
BABBBBABBBABABBBBA BABBBABBABA
BABBABABBBABBAB $
BBABAABAAAAAA BBABABABAABAAABAABAAB
BABBA BAAABABABABBAABAAABAAAB
BBAABA BAB
ABBBABAAABAAABAAAABB BBABABAABAAAAABAABAABAAABAAAABAABAAA
BAABA BBABBA
BAABAAAABBBBABA BAAAABABBBABA
$ BBA
BAABAABABBAABBBBAABAABBBAABABB BAAABBA
BABBABBBABBBBAB BABABBBBBBAABBABBAB
B BABBABAAB
BABA AA
A BBBAA
BAAABBABABABBAAAAAABBABBBBAA A
AA BBAB
BAAB BAAAA
BAAAAABBABAA BABABAABBBAABBBABAABBBAAABAAA
BAAABABAB BBBBAAABAAB
ABAAABBABBBAABAABAAA AAB
ABBAA AABBA
$ BABBABAAABAAABAABAAAAAAAAAABAABAAB
BBABBAABAAAABAAABAABAABAA BBABABAAABBAA
BAAABBABAABABBA BAABBAAAAAABAA
BAABBBAAABABAAAABBA BBBABAAA
BBBAA A
BBBBBAA BABABBBBBAABBBBABA
BBABBAAABAAABAAAAABAABBA BBABBAABAABAAABAABAAAAABAAAABAAAABAAABAA
BABBABA BAAAABABBAAB
BABBA BABABBBBBBAABBABB
BBABA BBAABABA
ABA BB
BAABAAABABABB BBAABA
BBBAA AB
BABBBA BABABAB
BABABAABAABB BAB
BAABBAABABBBABBBBBBABAAAAABAABABABBA BBABBAAABAABAAB
AABAA B
ABBAAABB BAABBABAABBAA
AABA BAAB
BBBB BBBABABAA
BABBBB ABBB
BABABBBAABAA BAABBABAABBAABA
BBABABAABAAABAABAA BABABAAA
BABBAABBBABBBAABAABBBBBB BABABABAAB
ABAA B
BBABAABAABAABABAAAAAAABAAAAAAABAAAAAAA A
BBBABBBBB ABBAABBABBBABABABBABAABBB
BBBABBBA AABB
BBABAABAABAABAABAAA BBABBBAABAAABBABAAAABAAAA
BABABBABBB $
BABA BAB
AABAABAABBBB AABABABB
BBBBAAAA BBABAABAAABAABAABAABAAABAAB
BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABA BBABB
BABABBABAABABB BBBABABBBA
BAABABBA ABBBA
AABBBABB BAAABBBAABAAAAA
BAABBBABBAABBBAABBABABBBABBAABAABBABAABBABABABBBAAABAABBAAABBAA AAB
BBABBAABAAABAABAAB BBABBBAABAAABBABAAAAB
$ BAA
BABABBAA BAAB
BABABABAABB BABBAABBBABBBAABAABBBBBBB
AABA BABBBAAA
BABBBABBA BABBBBABBBABABBB
BABBA A
BAABBBAAABABAAAABBA BBBABAAA
BBAABAA BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA
BBABBBAABAAABBABAAAABA BBABAABAABAABAAB
BBABBAAABAABAABAAAB BBBABBAAABAABA
BAA BABABAB
ABBB BABBBAAAABBABBABBAABBBB
BBABABA BBAABBAAABAAA
BAAAAABBABAABB AAABBAABBBABBABAB
BBABBAABA BBAAABAA
BAABAAAABBBB BAAAABABBB
BBABABAABAAAAABAABAABAAABAAAABAABA BAABAA
A ABABBAB
BAABAAA BAAAAABBBBABBABABABBAAABAA
BBABAABAABAABAAB BBABBAAABAAABAAAAABAABB
BBABBAAAAB BABABAAAB
ABBBBBABAABAABBABA AAAABB
BBBAABBAAABBAA ABBBBBABAABAABBAB
BBA BABBBABAAAABABAABABABABAAAB
BAAAAAAAA BABBABBBABBBBAB
BBABABAAAA BAAB
BB B
BA BAAABBBAAABAAB
AABBB BA
$ BABABBB
BBABAAABAABAAAAA AA
ABBB BBBBBAAABBAABAABAAAABA
ABBBBABAAAB BABBAB
BAAAABABBAAB BABBABA
AB BBAAABAB
BAAABBABABABBAAAAAABBABBBBAA A
BABABBAABBABABBBB BAABAAB
ABBABAABAAABA BAAABABBAAABAAAAAABBBABBAB
BABB $
ABBA BABABBABAB
BBABABAAAABAAAAAAABAAB BABBAAA
BABBABABBBABBABB B
