33108
ABAABABA AAAAABBB
BAA ABB
BA AA
ABAAABABBBBAAA AABAABAAAAB
AAB AAABAB
BABABBAAB BABAB
BAABABBBBBB BAB
ABBABABBBAAAA ABBABABBBAAAAAAAAABB
AABAA ABBA
BBBBAABABBBAAA AABAABBB
AAAABABBBBB AAABABBAABBABAAAAAAAABBAAABBBBAABAAAABAABAABAAABBAAABBA
AAAAAB ABABABBBBBBBBA
ABAA AA
ABABABBAABBABA AABAAAAAABAAAAABBBBBBB
ABAABAABBBAA AAAABBBB
AAAABAABAAA B
BBAA ABABBABBA
$ ABA
ABAABA ABBABBBB
AAAAAB AAAABBBA
BAAB ABAABABAABAAABA
AA BABAA
AAB ABBABBBABBBAABA
BBBBBAB B
$ A
AA BAAABA
ABAAA AAB
AAB $
AAABABAABBBBBBA BBBBAABBBBB
ABABBBBBAB ABAA
ABA AAB
AAAAB A
BABAABBA BBAAAABBB
BABA BAABAAAAAAABABBBBBABABABB
ABBABAA BBAAAA
AA BAAAABA
A ABBABABA
A ABABABABBAABBABBABBAAAABBBAAAAB
AAAAAABAB ABAABBAAABA
BAAAAA BA
BAABBAAAA AABBBB
BAABBA BABBBBBBBBBA
A AAAB
BAABBBBBAABABBBBBAAAABBAABBBAAAABABABAABAA BABAAAAAA
AAAABBAABBBBBBAABBBABAABBBBB B
$ ABAABAABBBBABB
ABBBBABAABA BAABBBBBBBBAAAABA
AB A
BBAA ABBAB
ABBABBBBBAAB BABBBAABBAAAABBBAAAAAAAABBAAABA
ABB AA
ABA ABBBBBA
AAABABBBBBBBBAABAAAAAAABBB B
ABBA ABBBAAAABA
BBAAAABBABBBBAABBBBBABBABABBBBBBBBBBBBAABAABBBBBAABBAABAABAABABAAABB ABBAA
A BAAB
ABBAA ABABABABBAABBABBABBAAAABB
A BBB
BBB AAB
AB A
AABBABAABBABBAABBBBBB ABABBBBBABB
A BBBA
ABBA AAABBABBA
B BAABABBBAA
B AAABABABBABABBBBA
$ AA
ABAABBBBBBBABB $
ABAA AAA
AABAAAABABAA BABAAA
BBBBBBBBABBAABBBBBBBBAABABBBA ABB
AAAABBAA ABBBA
BAAA ABBBABBABBAB
BAABAABBBBA BA
BAAAAAAAABBAAABAABBBAAAABBBA AA
$ BB
AAA AA
BB ABBAABAA
BABBBBBBBBBABBB BAAAAAA
A BABBA
A ABBABABBBAAAA
AAAABABBABB $
BBAAABAABB ABAAABBBBBBAABBBA
BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAABB $
A $
BABBBBBABBBBBBAABB AABAABABAAAA
BB BAAA
BAABBAAAABBBB ABBA
BAABAAAAAABBBABAA ABAABBBBBBBABBABBBABBA
BAA BAAABAAB
AAAA BABAABBBAAAAAAB
ABBBABBABB BAABBAB
AAAABB B
ABBA BBB
BB AABAAAA
AAABA AA
ABABAABBBBAAAABB BAB
AA BAABBAABBBBABBBB
BB BABBBBAAABBABBBABAAB
BAABAB BAABAAB
BBABABAB AA
BBBBBA AB
BAA $
BABBBAAABBBABBABBB ABBBBBBA
ABAA BAAAAABAABBABA
ABAABBAAABA AAAAAABAB
BABBA $
BBBBB BAB
ABABBBBBA AABBABAABBABBAABBBB
BABA BBAA
BBAAB ABBABAA
ABBAAABAB B
AAABBABBBBBBAAABBBBAABB $
BAA BAAA
ABBABBBAA BABBAABBAAAB
ABBAAB AB
A $
AAA ABBBA
BBBBABBBBBA BBBAABA
BAABBABB AABAB
BAAAAAABBBBAABAB BAAAABBA
B BBB
ABAA $
ABB AAAABA
BAAAABA BBBBBAAABBAAAAB
ABBAAAAB BBB
ABBBBAABB AABBBBBAAAABBABAAABBBBBBAAAABAA
A ABABBAA
BBAB ABA
A AABA
BAABBABABABABBAB AABBB
$ AABBB
ABBB BB
ABBA BABBAAAA
BBA ABABBBB
$ BAABAB
AAAB AB
$ BABAAAABAAB
ABB B
AAABA BBAAAAB
BAAAABBABBBABBBBAABBBBBAAABAAA A
ABABAABA $
AAAABAAAABBA BBBA
AAABA BBBBBAAABBAAAAB
B BAAB
$ BABBAAA
BBAAABBB ABAABAABBBBA
AA BAAAAABBAABA
AAAB BAAAABABBBBABBBB
BBB ABAAA
BAAAABAAB $
ABBBB BA
BAABBBBBBA BA
BABAABAAAABAAAA BAABABABBBBABAABAB
AB AABB
$ BAA
$ ABBAAA
AA $
BAABB $
BA AAAABAABBB
BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAA BAAAAAAABAAAABA
ABBAABAAAABABABBABB BBAA
ABB ABAABAB
AAAABBABBAAABAAB ABAABAABBBBABB
BABBBBABBBABABBBBA BABBABABBBBBAABB
ABABABBAABBABA AABAAAAAABAAAAABBBBBBB
AAA ABAAABBBBBBBBBBBBAABAB
ABAAAABAABBBBBAABA AAABAABBAAAAAAAAAABAAABBBBAAB
AABABBAAAABBAAAAB AAA
$ ABBAAAABABBBAAAAAAAB
ABAAAABAABBBAAA BAAA
BBAABBBB BAAAAABA
$ A
ABAAAAABBBAAB ABA
AABABBBAAABAABBB B
$ A
ABB BAAAAB
$ AA
ABBAAA AAAAA
AABABAAA ABAAAABAABBBBBAABA
BAABB BABAA
AAB AB
$ BABAABBAAABAABBABBB
A BBB
AABBAABBABBA $
A ABAA
AAAABA ABB
BAAAABA B
ABBA BABBBAAAABAAA
BAA AAB
AAAABBAA ABAABBABAABA
$ AAABAABBABBB
BBABABBBBBBBBAABABBABBBBBBAABBBBBBABAAABAAA BBAAB
BAAABAAABAAAAA AAAAB
ABABBB BABAABABAAABBBBAA
BBABBBAAA BAA
BBBBBABBBBAAABBA AAABABAAAAAA
BABAAABBBA ABBBAABAAAABAAA
AAAABBABAAAB BBBAB
BABAABBABAAAABBA $
AABAB BAA
AAABAABBAB ABAABBBAABBBBBAABBABABABBAAAABBAABBBBBABBBAABBABABABAAA
ABBA $
ABB BBB
ABBABAABBAAABABAB AAAAABBAABBAB
ABABAABABAB B
ABAAAAA ABBAAA
B AABA
B ABBABBBABBBAA
ABBABABBBABABBABABBAAAABBBBBABB BABB
A AA
AAAA BAAABBBBABB
AB AAAB
AB $
AAABBAABBBBAAABAAABAAABBBBAA BA
AABABAAAAAA BABAABA
ABAA ABAB
ABABAA ABBAABAB
BBAABBBAA ABABBBB
BB ABBAABBBABBABBB
$ AB
BBBB ABB
AAAABA ABABAAB
AAAABBBAAABB ABA
AA ABB
AB BB
AAAABAABBAAA BABBABABBAB
BAABBAAA BBA
AAAAA BAAAABABAAAAAB
AAAB BAABAB
B ABAABBBABBBAABBBAAABBBABBAABBBA
AAABAABAAA $
AB BABAA
BABA B
AABBABAABABBBAABBAAABAABAABBBBBAAAABAABBAABBAAAAABAAAAAABBAAAAAAAABA $
ABBABABAAA AABBBBAAAA
ABBABABAB AB
AAAAAAABABBBAAABB ABAABBBBBBBABBABBBABBAA
B A
ABAAABAAA AAAABABBBAAABBBABB
AAAB ABA
B BAA
AABBAAA $
AAAA BBBA
ABB AAABAAABA
BAAAAA BA
BAAAABAAAAABBA ABAABBAAAABBABBAABBBBAAABAAAABBA
ABAABABABB BBABB
AAABBBBBABAB A
BAA ABB
BAAAA B
BABBAAA ABB
BBAB AB
BAABBAAAABABBABBBBBAA BB
A B
ABB BB
ABABABAA A
AAABBAABABBABB ABABABB
AAAB ABBBBBBBBAAAABAAABAAAAAB
AB ABBBAAAAAABBAABB
AB B
ABAABBA AAAABBBBAAABBBABBBA
AAB ABB
BAABABAA $
A AAAAA
BAABBBABBAAAABBBBABBAABBB AB
BAB ABAABABAABBAA
A AABB
A $
BBBABBBAA AAABAAAA
BAABBAAAABAABBBABBABBBABBBB BB
$ BAAAAABAAB
ABAABBAAAABBABBAABBBBAAABAAAABB BAAAABAAAAABB
AAA BAABBABBBAB
ABABABBABA A
BABAB BBBBBABBBBAAABBAB
BB BAABB
B ABB
ABBBAABBBAABBBABBBAAB ABBBBBAAABBBBABBBBBBBBBBBBAAABBABBBBB
BBA A
BBBB BABAAAABBABBBAAAABBBBBAABAABBBBABABBBBBBABBAABBABAAA
ABBAAAB BABAAAABBAAAAA
ABA BBABBABBB
ABABABBBBBA AA
AA BBA
BAAA ABAAAABAABBBAAA
AAABBAA BAAAAABBBBB
BABABB AAAAABB
ABAAABAAA ABABBBBA
BAAAAABBBBABAAAAA BA
A AABAA
ABABA ABABAB
B BABAAAB
$ BABABAAAAABBB
AAABAABAABABBBABBAAAABABA AAABAAABABAABBA
BA ABB
BABBBBA BABBB
BBB AAABBBBABBAAAAA
BBAAB BBABABBBBBBBBAABABBABBBBBBAABBBBBBABAAABAAA
$ AAAA
ABBAA $
BBBBB BAA
BAB AAA
BAABAABABAAABABB BAABBAAAAAAABAA
$ ABAABBBBBBBABB
BA AAAABAABAAABABABBAABABBABABBAB
ABBBAABABAB A
BABBBBAAABBABBBABAAB BB
$ AAABAAABA
B ABBAAAABAAABBB
ABAAAAAAA BA
BAABB BAABBABBBBBBBBABBB
BBBBA BAABBAAAA
ABABA BAA
ABB A
ABBABBBABB BABAAA
$ A
$ BAABABBB
ABBAB ABABA
ABA BABABABA
AB ABBABBBAABB
BA AA
$ ABABABBBB
A AB
BBAAAA BBBB
BA BBAA
AABAABABAAAAA BABBBBBABBBBBBAABBA
AABA ABAABB
BAAA BAAAABAAAA
BBABB AAAAABAAA
ABAAABBABB BABABBAABBBBA
BABA AAAAA
BABAAAABBAAAAAAA ABBAAABAA
$ ABBBBBABABBAAABBBAB
ABBAAAABBAA ABABB
B AABAABBBA
ABB $
ABAAB A
ABBAAAA BAABBBABABBBAAABB
ABAABBABBBBBBBABABBAABBBBBAAB BABABBBAABA
AABBBAA B
BAABAAA $
A $
ABAA BABAAAAAA
BBA AAABABABA
A ABABAABBB
ABAABB ABB
AA ABAABAAAB
ABABABBABBABABBBBBAAAB ABA
ABBBAAAABA ABBA
BABAA BABABAAABBABB
B BBBBBAAABBAABABBBAAAABBAAA
B ABBBAABBABBB
BAAABB AABBABBAB
AAA ABBABABBBABABAA
BAA BABBBBBBBBBABBBAAAAAA
BAABAABA BBABBABBBAABB
ABBBAAB $
AA ABBAAAA
BAABBAAA BBA
BAABABABAAB ABAABAAAB
ABABABBAABBABABB AABAAAAAABAAAAABBBBBBBBB
BBA B
BBBAABBAABBB BBBBA
BAAB BAB
$ AABBAABBAAB
AAAAAABABAABB ABAABBAAABAAABB
BBABBB ABAABABABBB
BBAABBBBBBAABABAABBAABABBBBBABAB ABAAAA
AA ABBBBBABBABBBABA
BABABBAABBBBA ABAAABBABB
ABBAAAABAABBBABBAABB BABAAAABAABAA
ABAAAA ABAABB
ABBABBBBBB A
AB ABA
AAAAABAA ABBBABAAAAB
AA BBBBAB
BA A
ABAAA BA
BAA BAABBA
$ BAAABB
$ AABB
AAAABBAA AAAAAABBBA
ABAAAA ABBAA
AAAB A
BBBBAAABBABAABAABAAAAAAAABBBBAABB BBAABBAA
AB BAAAAAAA
AAA ABAABBBBBBBBA
BABAABABAAAAB BBABAAAA
BBAAAAAB BABAA
BA ABABBBB
AAAAAAAAABBABABBAABA AABBABA
AA AAAABAABABAA
BAABB BABBAB
A ABBABBBBBB
$ AAB
AAABABA BBBABBBAABBABAABAAA
BAAAA B
AA ABBAB
BAAB A
$ ABBBAB
AAAA AAAABAAB
ABBAA BBBBAABBBBBA
ABB ABAABBABAAABBBAAB
ABBABBBA BBBBBABBBBAAABBABB
BABAABAAAA BABABABBAABB
ABABAABA $
$ ABBBAAAAAB
ABBAA BAABABB
$ B
A BBBAB
ABAABAAAB BABBABABBA
ABBABBBAB BBBABAAA
BABAAABBBBABBAAABBAABBABAABBBBBABAAAAAAAABA BABBBAAABBBABBABBBAB
ABAABAAAAABAA BBBBA
BAAB AAABABBBBBBBBAABAAAAAAABBBAB
$ AABBBBBAAAAAABBBAABAA
A BAAAB
AAAAABA AAABBABBBBBBAAABBBBBAAA
ABBB BABBBAAA
ABA AA
AAA BAABA
ABBABAA ABAAB
A ABAAAAB
ABBABAB BAAAAAAAABBBABBBBBBBAABBABAAABAAAA
AAAAB $
AA BBB
ABBAAB BAABBAAABABA
AB BBAAABBABAAA
ABB A
BAAABAABAAAAAABAB BBB
ABAABBABBBBABAABBBA BABBABABBAAAAA
BB AAABBAAB
ABBBBBABABABBABBBBBBA AAB
BAAAAB $
AABAAAABBABAABAAABBAB AAAAA
ABB ABAA
ABBBAAA BBABBABBABABBBA
B A
A $
ABAAB AAAA
BAA ABAAAAAAAA
ABBABBBAB BBABBBBAABB
BAAB BAABA
AB BAABAAAAAABBBABAAAAB
BAABBABBBBAA ABAAB
AA BBBBAB
A BABAAABABAB
AAA BAB
A ABBAB
AABB BBBB
$ B
A BAAAABBAAAABBBBBB
ABBABABA BAAAAAABBBBAABAB
BBAABABBBBAAABB AB
BAABBA BABABAABABAAABBBBAABABABBB
BABAABBABABAABBAABBBBBAAABBAAB $
ABBA BABBAAAA
ABBABBBAAA BABBAABBAAABA
ABBBA BA
B ABB
BAAA ABBBBABBA
AAAB AAABBAAABAA
AAAAAAAAABBABABBAABAA AABBABAA
BA AAABABAAAAAABB
ABAAAABAABBBBBAABA AABABAAA
ABA ABAAAA
ABBABB BA
BBB BABBABB
BABBBA BABAABAAAAB
ABBBABA ABB
AAAABAABA ABBBAABBBABBBAAABBAABB
BAAAABAABBAA A
AA AAABA
ABA $
ABAAAA ABBAABBBAB
ABBAABBBAB ABAAAA
AABAAABB $
ABAABABAAABAAABABA ABBAA
ABA B
BABAAAAAAAAAAAABAAA B
BBBABBBAABBABAABAA AAABAB
BBBBAB ABBABBBABBBB
AA BABA
BB AAAABBB
AB BB
ABABAABABBBBBB AABAA
ABBABABBABABABBBBBAABBBBBBABABBBAB BBBBAABABBBAAABBBBB
BAABBBBBAABABBBBBAAAABBAABBBAAAABABABAABAAA B
AAAABBBBAAABBBABB ABABBAA
AB B
AAABAA $
ABA $
$ BBABAABBBAABBAAAA
BAABABABABABB BABBABBB
BB ABBBBBB
AAA ABABAABABBBB
ABAAB BAAAAABBAA
ABBAAAB ABAABA
BABAABAAAABAA AB
BABABBAABA BBB
BBBAAAABAABBBBBAAA A
$ AAAABAABA
$ BB
ABAAAA ABBAABBBAB
AAABABBA AAAABBAB
BAABBAABA BBAABB
AB BBBAABAB
BBBA ABB
BABBBAAABBBABBABB ABAAB
BABBAB AABABABAAAA
B BA
AAABB B
ABBABAAAAABBAAB ABBAABABBB
ABBBBBABBABBBABA $
ABBBABBB BBABBB
$ A
$ BAABBAAA
ABBAABB BBAAABBAAABBAABBBABABABABABA
ABAAA AB
BABAAAAAAA ABAABB
AA BABABAAAABAAABAABBAAAB
ABBBBBBBBA $
A AAAB
BABA BAB
ABA BAAAAABAABBAB
AABA ABBBBAAB
BAABABBBAAABBBBBABAAAAAA BAABABBAA
B ABABBB
B A
AB ABBBBBBBB
ABAAAABAAAAAAAABA ABAB
BAAAB AABA
AABBBBBA BAAABAABAAAAAABABA
ABAAABABBAAB BAABABBABBBBBABBBB
BBB $
AAAABAAB AAAA
AAAAAAABABBBAAABBAB ABBBBBABBB
AABABBB $
BAAB ABAAAAAAAAB
AB AAAAAABBBB
BB BABAAA
ABBAAB AAAABABBABAB
AB B
BAAB BBAABBBAAB
A $
BAAAAABAAAAAAAA $
AB BBAABBBBAAAAABABBABBABBAAAABAABAA
AABAABABBABABB ABBBBBABAA
BB BAAAA
$ AAABAAAABBA
BABAABAAAABAAA ABABB
BABABBAAB BABAB
AB A
AABBBBABBAAB A
ABABABA A
AABABAABBBABABBBBBBB ABAAABA
BAAABAAABAAAAABBA AAAABBBA
ABBABABABB ABAABBABBB
A BABABB
AAB $
AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABABA BAAA
BAAAAABBBBBABBAAAAABABAAB BAA
$ BBB
BAA $
AAAABABBABBBBA BBA
A ABAA
ABAAAAAAAA BAA
ABB BAAB
ABA BBABABAA
A ABBABBB
AB ABBABABAB
BA BABAAABA
BABBBBAAABBABBBABAAB BB
ABBBBBB AAABBBBBABB
ABAB BAABBAABAB
ABBABBAB ABABBA
BAABAAAABABBBB BABABAAABBAB
ABAB AAABABB
A ABAAA
B BA
ABA B
B BAABABB
AA BABAABBABAB
BAA $
ABABAABABABAB B
BBAABAA ABBABABABABB
AAA BAAAB
A BAAABABBBB
AB $
AAB $
ABBBABAAA ABAAAABAB
BAAAAABAAB BBBBA
BBBABB BABBBBAAABBABBBABAABBABB
ABBAAB BAABABBBAB
ABAABBABAAABBB A
AAAAA BABBAAB
BAA AA
B BABA
BBBBBB A
AAAABBAABAAAAAAAB ABA
ABBABBBBAAABB BAAABABABABB
BBB AABAABB
BBBABBBA BAAAA
ABAABABAAAAAABAAB AAABB
BABBABB BABA
BBBAABAA ABBA
BABBB BAABAAABBBABBBBABABBABBAA
ABBB BBAAAABA
AAABABBAABBABAAAAAAAABBAAABBBBAABAAAABAABAABAAABBAAABBA A
AAAAABB AA
AB $
ABAAB ABAABA
ABAABA AB
BABAAABAB AB
BB BAAB
BAA ABAAAAAAAA
AAAAABAAAABAB BA
ABBABBBABBAB BAABBAABBBBA
BAABBA $
ABBBAAAABAA ABB
ABABABBBABABABBBA B
BAA BABAAAB
ABBBBABBAA ABAB
A BAABBB
BAABBABABBAAABBAA ABA
ABAAAAABBBAABAA AAAABAABBBAABB
AABAABBAAB AAAABBBABABBBA
AA BAABABBBAABBAABBBBBAB
AAABA BBA
AA A
BAABBBAB AAA
BB BABBAB
AAAAA BBAAAAABBBBAB
BAABAA ABBAAAAAABAABB
BABABABAB ABAB
A AB
BB AAABAAB
AABAABAA AAABABA
$ A
A $
BABBABAAAABBAABABA AABAA
AAA ABAABAAAABBB
BABABABAB BABAABBB
AAABAA BBAAAABA
BBABBBABAAA ABBAAABBBABBAA
BABABBAABBBBABABBBAAA BAABAAABAA
BABB AAAB
BAABAA A
ABB AABBBBAAAA
ABAAAAAAA AABB
ABBAAAA BAABBBABABBBAAABB
ABABAABABABAB ABBAAAB
AAABBAABABBA ABABA
BABBBBABBBABABBB ABAAAAAAAABBBABB
AAABBAABBBA $
BABAAABABA ABA
BBAAABBAAABBAABBBABABABABABAB ABBAABBB
AAAAA AABAAAABBABAABAAABBAB
ABBAAA BABABABAABBAB
BAABABBABBBB AAABAAAABBBBBAA
BAAAAAAABAAAABAAA BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAA
AB AAABBAAA
B BAABAABAAB
AAAB BBAA
AABBBAABAABBAAAAAAABAABAAABBBABBAAAAAABBABBAA B
AB AAAAABBAAB
AA BAABBAAA
BAABB BABBA
ABAAABBABABA AAABAAAABBAAA
BABBAABBAAAB ABBABBBAA
BBA ABBAB
B BBA
ABBB BBBAA
ABBABBBABBA BABABABAABBBBBABBBABBABBAAABAABBBB
BBBBB ABAAAA
A ABA
ABBBBBA ABAB
BBA ABAABABA
BB ABBAB
$ AAABABBBB
ABBA BAABAAABBBBBBABBBBBB
AAA BAABAAABBBBBBABBBBBBABB
BAAAAABBBBBABBAAAAABABAABAAA BAAAAA
ABBAAAABABBBAAAAAAABBABB BAAAAAAABAAA
ABAABA BAABABAB
BAABBBBBBAAABBBAAABBBAABA BAAAAAAB
ABBBAABBABBBB BAABA
BABAABBA $
BBBBABB BAAAAABA
ABBA BAABBB
$ AB
ABABABAB AB
AABBA BABAAABABAA
BABAB $
A ABABABBBBB
ABBAAABBAAAABBBB BABAAB
AAAABAAABABAABA BABBBBAAABBABBBABAABBABBB
BAAAABAA BBBABBBAAB
ABBAB ABBBBBBABBAA
BAAAAAA AB
ABBBA BA
ABAABBABBBBBB BB
B AAAABBAABBBBBBAABBBABAABBBBB
ABBBBB AB
BAABAAAAAA $
ABBBABBABBABB BAAAB
A AABBBABAABBB
AA BA
B ABABAABAB
BAABBB BA
ABABBABABAA $
AAABBA AAABBAABAA
ABABBBBABB BABBBBAAAABABABBB
AAAAAABABAABBBAAABBABBA BA
AAA B
BAABBB BAABBAAABABA
ABABABABBABAB AB
B A
AAA ABAAA
ABB ABABBBAAABBB
AAA AA
BBB AAABBBBB
ABBBBBA B
BB AB
BABBBAAABBAABAAB $
BABABBAAAABBAAB BAABBBBAAA
$ AAAABB
BBAABB BBABB
ABBAAAAAB BABABBABB
AA ABAABA
ABBBBB ABBAAABA
ABA ABAA
AA ABA
AAABAABBAABBBA BABABAAAAAABAABABBBB
AABABA ABABABAA
$ AAAAB
ABAABABBBBBABAAABBABBBBBBBBB ABABAABBB
B AAB
BAABB $
$ ABBBAABBABB
AAAA AAAAAB
ABBAAAABAB ABBABABBBAAABBBAAABBBBBABABAA
BAAAB ABABAA
ABBBAABABABBABBAAB ABBA
BBBA A
ABAABABABAABAAABAAABBBBBB BA
ABBA ABABBB
ABBA AABAB
ABBAAA A
ABAAAAAAAAAABAAAABA BAABAB
ABAAAB BAAAABA
ABABBAB A
BAAAAA AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABABAAA
AAABAA BAABAABAAABBBBABBA
AABABB AABBA
ABBBBBAAABBBBABBBBBBBBBBBBAAABB A
AB BBBBA
BAA ABBBAABBAB
ABAAAAAABAAAAAAABA AABBBBBA
AAA ABABBABAB
$ AAABAABA
BAB ABBABAABBAAAB
BABBBBA BABBB
$ BBB
AA BAAABAB
BBBBABBA ABBA
$ AAAAAAAAAABAAAAAAA
ABBB BA
BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAA BAAAAAAABAAAABAA
$ AAB
ABABB AAB
ABBABB $
AABBBAABAABBAAAAAAABAABAAABBBABBAAAAAABBAB AABBBABBABBB
BBAAA $
A BBBAAAABAABBBBBAAA
BBBBAA A
AABAABBB BBBBAABABBBAAA
AABAAB BB
AAABAABAAB AB
AAAAB ABBABAAAB
A BABAAAAAAAAAAAABA
A $
BAABAA ABBBBBBBBAAABABAAB
AAAAAAAAAABAAAAAAABAA BAA
BABABABAABBABA ABBAAAA
ABBAAABBBB ABAB
AAA BABAA
BAABABBABBBBAA ABABABB
BBABBBBAAB ABBABBBA
$ AA
ABBBAAAAAABBAABBBBB ABBABABBBAAB
AB ABABABAB
BAAA AABBBAABBAAAAABBBAAABBABBBBBAABBBBAAABBAABABA
ABAABBBBBBAB ABAAABAABB
AAAB AB
ABBA B
ABBBB ABBBAAAABBBABABBABB
AABBAABB BABBABB
ABAAAB $
AABBAAABA BA
$ BBBB
$ BAAAABABAAAAA
AA ABA
AAAABBABBAAABAA ABAABAABBBBAB
BAAAAABAAAAAAAA $
ABBABABBB BBBBBAA
BABBBBAABAAAB AAAABB
BABBA $
ABABBABAB AAA
BAABAB ABBA
BBABBBABBBA BBBBBBBBABBAABBBBBBBBAABAB
ABAAAABAB BB
BBABAABBABBBB BBABB
ABABBB ABBAAAAB
BBABBA A
ABBABB $
AAB ABA
BAAAAABBAA ABAAB
AABAABBBA B
ABB $
A B
A AAAABB
ABBABBBABBABB BAABBAABBBBAB
AAAA AA
A BAAAAABAABA
$ ABAAAABAABB
ABAA BABABBBBBBBBAAAABAAAB
A ABAABBABAAABBB
BA AAAAB
AB ABAAAAAAAABA
BAAB BBABABBA
ABBA B
BAAAABBB AAAABBBBAAABBBABBBAAAB
BAAAAABAA BABBBAAB
$ AB
$ BAAABA
BBABBBABBBABB BBBBBBBBABBAABBBBBBBBAABABBB
BAABBAA A
BBBBABB BBAAAAABB
BA ABAB
AAAAAAAB BABA
BBBAAABBBBBBAB BA
ABBBBBAAABBBBABBBBBBBBBBBBAAABB A
ABBAAA $
ABAABABBBBBABAAABBABBBBBBBB ABABAABB
ABBABBBABABAAABBABBBAAAA BAABABAAA
ABABBB B
BA ABBABAABBAAA
BAABBABABBAAABBAA BBABABBA
BAAAAB $
ABBAAABBBBA ABABA
BBABABAABBABB $
ABAA AAAABBAABBB
BABBABABBBBBAA $
AAAAABA BB
$ A
BAAB $
BABBA ABBBBAA
BAABAB $
BAA BAABAABBBBAA
BB AB
AAABBABB BAABAAABBBBAB
AB A
AAA AABBB
$ BAABBBAA
BAAABABBB A
BBAABBA A
ABABBBBAABABABBA $
AB ABAABABAABAAABAAA
BA AAABAAA
BABAAAAAAAAAAAABA ABAAAAAABAAAAAAABAB
B AAAABBAAA
ABB BAAAAABAAAAAAAAABB
A AAAAB
$ ABBABAB
BAAABBAAAABAB ABBABAAABBBAB
ABBB AAABAAABAB
BABA BABBB
BBABABABAABBAABABAB AAABAABBBA
$ AABAABABAAAAABAAAA
AAAABBAAAA AABAABAAAA
BABAABA B
AABAB ABBBBAABB
ABB AAAAA
$ A
BAABBBBBAAAABBBA ABBBBBBABAB
BB BAABB
BB $
$ BABAAAAAABAABBAAABB
$ BAABBBAAABBBB
ABBABBBAAAABABBBBBB AAB
AAA A
AAAB ABAAABBAB
BAABAAB ABBA
BAA BAAAAAAA
ABBABAAAAABBAAB ABBAABABBB
BAABABBABBBB AAABAAAABBBBBAA
A BABA
AABA A
ABBABABABA AB
$ BAABB
AABAABABAAAA BABBBBBABBBBBBAABB
BBBAB BBBAAAABAABBBBBAAA
BBA BA
BABB ABAABABAABBAAB
AAAA B
ABBABAB ABBABAABAABA
BB BAABBAAAAABABBA
BAA AA
AB BBAAB
ABBBAABBABB ABAABABABAABAAABAAABBBBBBA
AAABB ABAAABBBBABAABBA
$ ABBAA
BBBABBBBBB ABBABBABAAA
ABBBA BAAABBBBABB
AB BABABAB
BAABAB BAABAAB
AAAABAAABAB BAAAAAAAAAAA
A BB
$ BABAABBABABAABBAABBBBBAAABBAAB
ABABABABAAAA AAABAB
AAAAA AB
ABB AAB
ABBBBBBABAABBAAAAABA B
BABABBAA ABBABBABAAB
AB ABBABABBBBBBAAAAAA
AAA ABABBBABAAAAABBAAABA
AABAABABAAAAAB BABBBBBABBBBBBAABBAB
ABAAAAAAAA BA
ABBAABBBAA AAAB
BBBB BA
BB AAABAAA
ABBBAAAABBA ABBBAABBAAAAAABAAABBB
AAAAABBBBA AAAABAABBAB
AAABAAABAB ABBB
ABB BBABAABBABBBBAAB
$ ABB
AAABBA AAABAABBAAABAA
BABBBBAAABBABBBABAAB BB
ABB ABAABBB
$ BB
A AAAABBA
BAAABA BABAAAABB
AAABAAABABAABB ABBBAABB
$ ABAAAA
AAAABBBAAABB ABA
BBABA BA
BBAAA AAAB
ABBAB ABB
AAABAABBAAAAAAAAAABAAABBBBAAB BAABBA
ABB BAABAA
ABAAABB AA
AAAA BAABBBAAABBBBBBB
B AAAAAAA
ABBAABABBABAAAAA ABBB
AB BB
AAAABBAB AAABABBA
BABBBA BABAAAAA
A BABAABBAAB
ABB BBAAAABBABBBBAABBBBBABBABABBBBBBBBBBBBAABAABBBBBAABBAABAABAABABAAABB
BBBABABBBBBABBBB BABABAAABBBBBBBBBB
ABA $
BAABBAAAABAABBBABBABBBABB $
AA BAABBAA
BBAABA AA
B AABBBBB
$ BAA
AB B
$ AB
BABAAAA AB
AAABABAAAAA BBBBBABBBBAAABB
BA AAAB
$ BAAAAB
ABBA ABAABBA
ABABBBABAAAAABBAAAB $
BABABBBAABAAB ABAABBABBBBBBBABABBAABBBBBAABAB
AAAAAB ABAA
BBAAA AAA
BABBABABBAABAA BAABBAAAAAABBBAA
BAABAABAAAABAA AAAABBABB
ABBAAAB ABBBBBAABBBABAA
ABBAABAAAABABABBABBAA $
BABBBBABBB BAABBBAABAAB
$ BABABAAAABAABA
AABAABBBA B
BBAB AABABBBBAAAAAAAAABAABBBBBBBAA
ABBABABBBAAABBBAAABBBBBABABAAABBBB A
A AABABBB
AA BABBABB
BBAABBA BAAAAAA
$ A
BAABBAA AABAABBBABBBBA
AAA ABBABBBBBBA
$ BABAAB
$ AAABAABA
BAAAA B
ABBA BBAAAA
BAABBABAAAA ABABAAB
BBAAABAABB ABAAABBBBBBAABBBA
BB AAABAABAABB
AB ABBABA
B BB
