65350
ABABBBB BABBAAB
BAAB AAAA
AAABB BBBBB
$ ABBAAB
AA BABAA
AA AABBA
BBBBAB BBAB
ABA $
ABA AA
BBBBB ABAA
AA $
BAB AAB
A BAA
AAA B
BB B
BAA ABBBB
BBB ABABBA
BAABBB ABABAB
AAABBB AABBBAB
BABA ABBAA
BAAB BBABAAA
AAAABAAB BBBBAABB
ABA AA
AB BAB
BAAAAA AABBAAB
AABAAA ABAABB
BBB BABA
BAAABBABA ABABBABAB
A AA
BABBBB AABABB
AABAB BBBAB
BB AB
B AAAA
BBB BBAB
BAA AAA
AA ABB
AAABB ABBBB
BB AB
ABAAA AAAA
BBAA BABAB
BBA B
BBB ABBA
BBABA ABAB
AAAABBAB ABBBAA
ABAA BBB
A AA
BA BABB
B A
BB AB
BB BBBAA
$ BAB
BB ABB
ABAABBA AABAAAA
ABA ABAB
AAB AAAB
BBABA ABBBA
AAABAAAAB BAAAABAAAB
AAA BB
A BBB
BBABBB ABBBAA
AAAA AB
BBBB AABA
BBBAAABB BAABAAAA
AAAABAA AAABBA
BBBB BBBBABBBB
AABA AAAAB
B $
BB AA
AA AAB
BABBB AAAAA
ABA ABBA
AAAB AABA
ABABA AABA
BB AAA
BABB BB
BABABA BBBBB
AABBBAAB ABAAABAB
$ AA
BA AB
AABBA AAAABA
BBABAB AAABBAA
AABBBB AAAAAA
AABBB ABBBB
ABA BB
$ BB
AAB AAA
BB B
ABAA AABB
BBA ABA
A B
BBB BAAB
BAAA BBAAAB
B A
BAABB BBBB
BABBA AABBB
A BAA
BABBBA BBABB
BBBB BABBB
BAB $
BAB AAAA
BAAAAABA BBAA
BBAA ABBB
ABA AA
AAB BBA
BBAAA BBB
AABB ABAA
BAB BABBA
ABB A
BAA $
BBBABAAA BBBABBAB
AA BB
BABB AAAA
AA AB
A B
BA AB
AA AB
ABB BB
ABBABB BAAAAAAB
AAABBA BABABB
BA AAAA
BB AAB
AAABAB BBABAB
ABAAA ABBBB
AA AB
BBBBB BAABB
BBAAB ABAB
B $
BAB AB
BBAA BAA
BAABAA ABABBA
BAB AAAA
A BAB
BBA ABA
AABA ABB
AABAA BBBAAB
AAABAA BBBB
A B
AA AAAB
BAB BA
A ABA
AAAAAB BAAABA
AAA BBAB
AAAAAAABA BABBBAABA
AAA AB
BBB BBBA
AABB BBBB
BBABBBAB AABAABA
BAAA BA
BBBA BBBB
BAAAABA BAABA
A AB
AABAB ABBBBB
AA BB
AABA ABBAB
BBBBABAB AAAABBA
A BBABA
BABA BBBAA
AABA ABAA
BBBBB ABBB
BBBB BBBBA
ABBA BABA
ABBAAABA AABABABAB
ABAB BBB
BBAA BAA
AA BB
BBAAAB BBAAB
$ AB
BABA BBA
AAB BABA
$ A
ABAB $
BABA ABBBA
B $
AABBA AAAAA
AABAAA BBBBAB
AB ABB
B A
AABBBB BBBBAA
A $
BAB AABA
AAA BA
ABA B
BABAB AAAAAAAB
AABBBB AABBAB
AABA BAAA
BBBB AAB
AAABA AABAA
AAAB BBAAA
ABBAB ABAB
A ABA
AABA BBBB
A $
AAA ABA
BBABBBBBBB BAAAAABBBAA
A $
AAA ABABA
BABBB BBBA
ABAA BBAA
AABBAB BBAB
A AA
BABA ABB
AAA BBB
ABBBABA ABBABA
AAAABA BAAA
$ B
AAAAA BBABA
AAA BABA
BAAA A
AA AB
ABA BBBABB
AAAABB BBBBA
AAA A
B BAA
AABB BBBBB
AAAB BBBA
ABBB BBAB
AB A
BBA BAAA
ABABB BABAA
AAABB AAAAB
AAB ABB
ABBAAB ABAA
AAB BB
BABBA ABBBA
BBBB BAA
BAB BB
BABA BAAA
AAAA BBA
BB AA
$ A
BA BAB
BBBBAAAA AABAAAA
AAAB BBA
BAAAA ABA
AABBA BBBBBAB
ABAB BBB
A B
BBB ABB
$ BBA
BABAB AABBA
B AB
AA BBBB
BABA BAAA
AA AB
AAB BBA
BBBBB AABB
BAAAABBA AAABABAA
AAABBBBABB AAABBAABBBAB
BA B
B $
ABAAAA AAAABB
BAB BAA
BBBB AAB
BAA ABA
AAB ABA
ABBAB AB
ABA BB
ABA AABA
B AA
$ A
ABABB AAABB
AAAAA AABA
BAAA AABB
AABB ABAAA
BABB AAB
BBABAB $
BABB AAAA
A B
$ B
AB AAA
BABABAB ABBAABB
BBABA AA
BBB AA
ABBAB BAAB
BAB AAB
BB AA
BAAABA ABB
AAABBB BBAAA
ABABA BAAAA
ABA BBB
ABABAB BBBAAB
AB $
AAABBA ABA
ABAA ABBB
$ AAB
BBABBAB BBAAABB
BABAA ABBAB
AAAA BAA
$ AAAA
ABBBB BBBA
BAB ABBB
AAB AABB
AABB ABB
BAA BBAB
BAAB BA
AAA BB
ABA BAABAB
BAAA BBAAB
AAA BBBA
AB AAA
BA $
B $
AAB AB
BAB BAA
$ BAA
BA AAABB
AAAAAA AABAB
BAA BBBBB
ABA AABA
$ AB
AAA BBB
AAAABB BAABB
BBB AAA
BBB BAAA
AAAB BBBA
ABABBA BAABAB
BAB ABB
BBBBAA BABBAA
AB BAABA
BA BABB
BB BBAA
BBA BBB
AABBB AABBAB
BA BBAA
B BBB
BA ABBB
ABBBA AAABBAB
BBAAAA BABBAA
$ B
AA BABAA
BAAABA BBBABAB
AABBABA BBABABA
ABBA BAAB
AABAB ABBBA
ABBA ABBAB
BBABA ABBBA
ABBAA ABAAAB
ABB BABA
$ BBB
ABABA BABB
$ BBB
BABBBA ABBBBBA
BBBBAA BBBBBBA
ABAB BBAB
ABAB ABAABB
BAA AAA
BAAB BBBBAB
ABAA BBAB
AA AAA
BAA AAB
BBABA BBAAAA
$ BAA
BABB AAAAA
BBAB ABABBA
BBBA AAA
AAAA $
BBBA BA
BABABA BABBAAAAB
ABBABAAA BBABBB
BBA BBAB
AAABBBB BBBABB
ABBB AABBA
BBAABA BAAABA
BBBBBBA AABBBB
AABAA BBAAAA
BBAABA ABBBAB
ABAAAB AABBBB
AAA BBA
BBAAAAA ABBAABB
AA ABA
$ ABBAAAB
AAAAABA BABAABAA
AAB AAA
BABBB BAB
BBBA AAABAA
$ BBB
ABAB ABA
ABA ABB
BAA AAB
BABA ABBB
B BA
AAAAAAB AAABA
BB ABB
BA A
BBA BAAAA
BAB AABBA
ABB BBABB
BBAAB BABAB
AAABA ABAA
ABBBBBABB AABBBBAAAAB
ABBABA ABABAA
ABAAAB BAAABB
AAABBABB ABABBAAAB
BB AABBA
B BA
BA $
ABAAA BABB
BBAAAAA AABABA
BBAAB BA
A AB
BBB BAA
AAAAB ABAB
BBBBBBB AA
ABBAA ABBA
AAABA BAABB
ABBB BBA
$ A
BAABB BBA
AAAB BAA
B A
AB A
ABBAAB ABBBBA
BBA B
AABBBBA BBBBBBA
BABAB BAABA
AAAA ABA
ABBB BABBBBBB
BABB BAAB
BB AA
AA AABBA
AAAB AABAAA
AAAAA BBBAB
AAAABA AABBBBA
BAA BBB
BA B
BA BBA
BBBA AAA
ABABAB BAAAAAB
AABBB BBBBA
AAA BBB
BAA ABA
AA BBBBB
ABBBBABB BABAABBBA
$ AA
ABAB BAAAA
$ A
BAAA BABBA
BAB BBAAB
BBA $
BBBB BBAA
AAAA BAAAA
AABB BAB
AAAA AABB
AA AAA
AA A
BB BABAB
ABBA BA
AABB ABBA
AA BBBAA
BA AA
ABBB BBAA
ABB BAB
BBB BAAA
BAABBB BAAAA
BB AAB
AA AB
AAAAAAB ABAAABAA
AAA AAB
BBB B
AABBAAA ABBABB
BBABAB BBAABBAB
BAAAAAAB BBAAAABBB
AB AA
BBBB BAAB
BBB ABAB
B A
BBAAABAB BBBBAAAA
AAB A
AAAB $
BABAAB AAAAAA
B A
BA AB
ABA BBA
AAB ABABA
BBA AAB
BAAAB AABA
ABAA BAAB
BBAAA ABB
AABBA BAABABBB
AAA BBABA
BBBBBBAABAAB BBAAABBAAAB
BABBAAA BABBBAB
AAB AA
BAAABAA BAABBBB
BAAAB AABBAA
AAAA AABA
ABABA ABBBB
ABA BAA
AAA BB
ABBBAA AABABA
BA AABA
BBA ABA
BB BBAB
AAAABA ABBAAB
BBBBA ABBAA
BA AA
AABA BA
BAABA AA
AAAA BABA
AAB AB
AAA $
AABA ABBB
BBAB AABA
BA $
BBBB B
AAABBAA ABBAB
AAABB ABABB
AAAABBAAB AAABAABBB
$ B
ABBABABBABB BAAAAABAABBA
BBBB AABA
AB BAABB
ABBA BA
BBABA BBABABAB
B BABBAB
$ BBBBB
ABBABA A
ABAABABA ABBAAAA
ABBA BBB
BBAA ABA
BABB AB
AB AABB
BB B
BAA ABBB
ABBB BAA
BBBA ABBAA
AABBAB AABBA
ABA BBA
AABAA AABBA
ABA BBBBA
AA ABAB
$ A
AABB BAAB
BAB AB
ABAABBBA BAABABBA
BABB BAAB
AAABB BABBB
AAAB BABB
BBAA ABBB
BBBBBA ABBABAB
BABAAB BBAABB
BA A
AB A
A AAB
BBBBB AAAAA
$ B
BAABB ABA
BAB ABBB
B $
ABBAAB ABABB
B ABA
AA BBB
BBABAA ABAAAA
ABAAAAAB BAABAB
AA AAA
BA A
BAAB ABAB
BB AAA
AABBA BBBBB
BBA B
AAA AB
AAAA BAAAA
BBB ABBA
BBA BA
BBBA AAAA
ABABBAAB BABBBBAB
AABA ABBBA
ABBB ABABA
AB BBA
AABB BABAB
BA AB
BBBBAB ABAAAAA
AABBBB BABAB
B BA
AAAA AABB
BBBB AAAB
B BBB
AA ABA
AAB BBB
AAAABB BAAABA
BBA BB
BBBABB ABABABA
BB BA
BB BABB
ABB BAB
ABABBBB BBABBB
ABAB AABB
ABABA AAAA
BA ABA
B BB
AABBB ABBBB
$ BABB
BBA AB
BA ABBAA
BBBABA BABBAA
A AB
BAABBB BBAAB
$ A
$ A
BA $
BAABA BBAB
ABA AB
BAB BB
AAABA AABBBABA
BAA BBA
AB BBBBA
$ A
AAAA AAA
BA A
AB BB
BBBB BBBA
AB AAA
AAAAAB BBB
BAA AA
ABA AA
BAAAAB BABAB
BBBB BBBBA
AAA AAB
BBB BA
AABAB BBBAB
A $
ABBA BAA
BB BAA
ABAA BAA
BB ABA
BBAAB BBA
AAAB AABA
$ AB
AB ABBB
AAABA AABAB
AAA ABB
BABBBA BAAAAA
BAA BB
ABBB $
AAABA AB
ABABA ABBABA
AABA BBA
AAAAAA AAABAB
BAB BB
BBBB AAAB
BBBABABBB BBABABBBBB
BBAA AA
B AA
BB BA
$ B
BBA BAA
ABBBB A
A $
ABBAABAA ABBABBA
B $
ABBAABB BBAABBBB
BBA AB
BB B
BBABBA BAA
A BABA
BB ABA
BAAB BBBABAAB
BAB BB
AA ABAAA
BAAABA AABABBAB
BAABAB AA
BABB BAAA
$ AAA
BA A
ABBBB BABA
AA B
ABBA BABAA
B $
BAA BAAABA
BAB BAAAA
ABBA AABBA
BB BA
ABBA BBAB
ABAAB AABBABA
BBB A
BBBBB ABBAB
BAB BAA
ABB BA
BABA ABBA
BBA B
ABBBA BBAA
AAA BA
ABBAA AAABAB
B $
$ A
ABB AAB
AAAA BBBAAA
BABB ABBABA
BA A
AA AAA
BBABA BABBA
A B
AB BB
AA BB
BBB $
ABA AABAA
BBAA B
ABAB BBABBB
BA A
ABAB AABA
BABBAB BAAAAB
A BA
BABBBB BAAAAA
AABA AAABBB
BAABAB AABAA
ABA $
BA BAAB
BBA ABAAB
AABAABB ABAABBA
AAAAA BBBBAA
BABA AABAA
BABB BBAB
AAAAAB BBAAAA
ABABA BABB
AAB ABAB
B $
AABAAA AABBAA
A AA
AB AA
AA BB
ABBBA BABA
BABBAB AABBB
AAABA BABABAAA
ABABB AAABB
BA BB
BBA AABBA
AA AAAA
AAAB BAAB
AABB ABAA
BBBBAA ABABB
ABA $
B AB
AAABA AABA
A BBA
BABBBBA ABABABA
BA AB
$ B
BAAAA ABBBB
BABBAA AAB
BB BA
BAA ABB
AB AA
BBAA BABABA
ABAA ABBA
BA AB
B A
AAB BBBA
ABA BB
AAABA BBABA
BA $
BAABAB ABBBBBA
B A
BAABA BBBBB
ABBB BBA
ABBA BBBBB
ABBBAA ABAA
BAAA AA
A AAB
B AB
BBAB AABAA
BBB ABB
$ A
BBAA BA
B ABB
ABB AABBBA
AAB BAAAA
BBB AAAB
B AB
BAB AAABB
B AB
BBBA AABBB
$ ABB
BBAB ABAABA
AAAB AAA
AB $
ABABA ABBABA
B ABA
$ BB
AAAB BABA
BBA BBBA
$ BAB
ABAB ABABA
BAAA BABB
B AA
BAABBB AABA
AB BBB
BAAB BBA
BBB ABAA
ABAA AABB
BAAAA ABA
BAAA AAA
AAB BBBBBB
ABBA ABA
ABA BAAB
AABBA ABABB
ABA AAA
AAB BBB
AA AB
BBAA B
$ AA
AABAA BAA
BAB BA
AABABABA ABABABA
BA A
AAA $
$ B
AABBB BBBBB
BABB BBBB
BA AB
BBBABBB AAABBBA
BAABB ABAAB
ABB AAA
BABBBBAABBA AABBBBAABAA
AAABB ABAABB
BBBAA ABAABB
BBAB ABBA
ABAB BBAB
ABAB ABB
BAAB BBA
AABBB BABA
BA AAB
ABBBAB BBBBA
AAA AABA
AAB BAAA
BBA AABAA
BAA BB
ABB AB
BAB BBAB
B ABABB
BBBA AAAA
BBBBAAA AABBBBBB
AAAAA AAAABA
AAA AAB
BABAB AABBA
AAABB AABABB
A AAAB
AB BAA
A $
B ABA
ABAB BABBB
A BB
A BAA
AAB AB
ABBABBAB BBBBA
AAAAB BBBAAA
AAAAA BBBAB
B A
$ AA
BBBB BABA
ABB BBA
BAB BAA
BAA ABB
ABA ABAAB
BA $
BB A
ABAA BBB
ABAAAB BBBBAA
AAABAB ABBAB
AAA AAAA
ABBA ABBAB
AAAAAAAB AABBAAAB
A BA
BBAAAAB AAAAB
ABB BABB
BAABA BBAB
ABAA AABBA
BAB ABA
$ AABB
AABA ABA
BA BBB
A $
AABAAB BB
BBBBB ABAAB
AAAA BABB
AABBA AABBB
BAB BA
ABAAB A
BBBAB AABBA
BABB BA
AB B
AAAAAA BBABB
BAB B
BBAAAAA AABBBBA
BABBAAAB BBBAAAAA
BABB BAAB
B A
BBB ABB
AAAA BAAB
ABAB ABAA
ABBA BAAB
BABA AAAA
AAB ABB
AB BBB
AAAABABABA BBABABBABA
BBAB BAB
ABB AA
BBBAB AABA
AAB BAB
BBBA AB
BAA ABA
AABBA BAAB
BABBBAA BBBABABA
ABAAB AABABB
AABA BABA
BAAA ABABA
B $
BBBBB AAA
BABBA AAAAB
A $
BABBBBA AABAAA
ABBBA BBAB
BA AAA
A BAAA
BA AB
BAAAA BABBA
BABBA ABBBB
A $
ABABA BAAB
AA BABAA
AB B
AAB AAAA
ABAABB AAAAA
BBAAABAA ABABABAABB
BAAAB BBABB
AB ABA
BBAAAA ABAA
BBBA AABA
BBABB BAAA
BB BA
BBBBABBB AABBABAAB
A BA
A $
BAAAAB ABBBBA
AAA BBB
AAA AAB
AA BBBABA
AAAAB ABAAA
BBAAB BBA
$ A
ABB BABB
AB BA
$ AABA
BBBABA AB
AABBB ABBAA
AA BA
$ AA
BAAB BAAA
BBBBB AAAB
AABB ABBBA
AABAA ABABA
AAB A
BBAB BABA
ABBBBAAAB BABBBABA
BABAB BBBBB
BBBAAB BBAAABA
BABBA ABABABA
BBBBAA AAABBB
ABAABA BAAAA
A BAA
AABAA BAABBBA
ABBB AABA
BBB BAA
AA BB
BAAAA BABAA
AABB BBBB
BA BBBBB
BAAAABBA B
AAABB ABAAA
$ AA
ABAAAAA BBAA
BA BABB
BB ABA
A B
BB $
AB BBAAA
BABA ABBAA
ABBBA ABBBB
BAB ABBA
AAA A
AAA BAB
BBABA AAA
B ABAA
BAAABB BABAAA
BABBBA BAB
ABABA BAAAB
AABAA AABBA
ABBB AAB
BBBBA ABAAA
BABB BB
BAAABBBBB BAAAAAABA
BB AB
$ BAB
AAB BABAAB
BA $
BAABA ABBAB
AA AAB
AA BB
ABBBB AAABAAA
AAAB BBAAB
BB B
ABABA BBBABB
BBABA AABB
AAAAB BAAAA
BAAA BBAA
BBBAB AABBB
BAAAB BBAA
ABBAABAA BAABBAAB
ABA BAA
ABBB BBA
BBBBABBBA BBBBBBAAB
ABBBABBA AAABABB
ABB B
ABBA ABA
B $
BBB BBBA
$ AA
AAAABB AABAB
BAA BAABBB
ABBAA BAAAA
$ BB
AABAA ABBA
AABABBA ABBAAB
BBB AAB
B A
BAAABAA BABBBBB
BBA AABAB
ABBAA BBBABB
BBBB ABAB
ABA $
AAAAB BBBAB
AAB ABB
BB AA
ABBAABAA BBBBBAA
BAAAAB ABABB
$ AAAB
ABBABB BAAABBA
ABBB AABB
AAAB BABAB
AB $
BBBB AB
BBBA BBAAA
BBB AABBBA
BABAB ABABA
A AB
BBAB BBA
AB A
BAABA BBB
BB B
BBAB AABA
AAB BB
BAAB AAB
BBBA AAB
AA A
AB BB
ABB AAB
AB $
BAA ABAAA
A BA
AA BAA
A $
A AA
BABABB BAAABB
AABA AB
BABB BAB
B $
BABABAA AABAAAB
BAAABBA AABB
B A
AA A
AAB ABA
AABBA AAAAAA
BBBABB ABBBBBA
BBAB AAB
AAA ABA
BBA BAAB
ABA ABAB
ABB BABB
AB AA
BBBBA BAA
BA A
BAA ABBAA
BB AA
BABB BBAB
BAAA AAA
ABA BAB
AAAA AA
AABA AAABB
AAB BBB
A AABB
BA $
ABAA $
ABAAAA BAAAAA
A B
BBBA AB
AB BBA
BB BABB
ABBB BBBA
BB AA
AABA AAA
BBA AB
ABABA BBB
ABBA BAAAAA
A AAB
BAB AB
BBAAA ABAAAA
BAABAB ABABAB
BBBAA BAABBB
BA BBBA
AA $
AAABB BBB
BA BAAB
A $
A $
BBA AAAA
AAAAA ABB
B BB
AAAAAAB ABABABB
ABBBB AABBAA
AA B
BAA BAB
BAAB AAB
AAABB AABAAAB
AAAB BBABA
$ AA
BBAB AAAA
BAB B
B $
BBA AB
AA BB
AAB $
AABA AAAA
BAA ABBBBB
AAB ABB
ABBBA B
BBAAB AA
BB A
BA BAA
AAB AAA
BAAA AAAA
AAB BBAABAAA
AAABB BAABB
$ B
BAB AAB
AABABB BABBBA
B $
A BA
AAB BBABBB
AAABA ABAA
$ B
BBBAAAA BBAAAABAB
ABBBAA BBBAAB
AAAB AABAB
B $
BAAB $
$ BB
BAABB BA
ABABA AABB
AA AAB
ABB B
$ AAAAA
B BBB
A B
B BA
AAA ABAAB
BAAABA BABBB
BA BBBA
ABAAA ABBAA
BBBBAA AABAA
AAB BBA
ABAA BAAA
A $
ABA AA
BBA AB
BB BA
AAABAA BABABAB
ABA BB
BAA AAA
AAAB ABAB
AAB ABB
B $
BABA BAABBBA
BBB AABAAA
ABBA BA
BAA AB
AAB BBB
AAAB AABB
AA ABA
A BAAA
AABBAABA BAABABB
BB B
B $
BBAAB BBBAAA
AAAA BABAB
BBAAA BAAAA
BB AAABA
AB AABB
$ BB
ABABAB AAA
BBB AAAB
BBAABA AABBB
BBBABABAA ABBBAABB
ABAB BBAAA
BBB ABA
AAA ABAB
AABB $
AA B
ABBBABBA BBAAB
BBAAABB AABBBBAB
ABBA BA
AABB AAB
BAAA ABAB
AABABA AAABBA
BBBA BBA
BB BBB
$ BBA
BB AB
BAAB AAAA
ABA BAB
BA BBA
BABAABABB BABABBA
A AABB
$ AAB
BBBBBA BAB
A $
$ B
ABABB AABAA
BBA BAB
BABABB ABBAB
BA $
A AAA
BA AB
BBBBAB BBBBBB
BBABAA ABBAA
AA BB
BBA BBBA
BABABABAAAABA BBBAAABABBBBA
ABB AAB
$ B
AABA ABA
BABBA AAABAB
AB AABB
BBABBB BAABB
ABABAAAA AABBBBB
BBAAAAABBBB BAABBBBBBBA
AB BB
BAAB AAA
AB AA
B BAB
BABABB BBBBBBA
AA BAABA
AAA BB
BB $
B A
BBA A
BBAA BAAB
$ BAB
BBBAAAAA ABBBAAAAAA
BA AA
AAABA ABBA
AB BA
BBA BB
BABBBA AABBAB
AAA BA
AB BAAABA
BAAAAB BBAAB
AAB BBAA
AB BAAB
AAA BAB
AABBABB AABABAAA
BAABB AAABA
BBAA $
ABB B
AA A
BABA BAAA
ABBAA BABB
AAAA ABBBA
AAAAA ABBBBA
ABAAAA ABAAA
ABBB BABB
BBBA AAAA
BABB BAA
BAA BBBBA
BBBA BB
AAA BBB
BAAB A
A $
BB AB
AA $
AAB $
BAA ABA
BBAA $
BABB AAA
B $
ABABA BAAAAA
BBBA BBA
BBA A
ABAB AAAAABB
BB ABA
ABBAB BAABBA
AAA ABA
BAABBBA AAAAABA
AB AAABA
ABA $
BBB BAAA
BBB BBAABB
ABB ABA
BB ABA
BB BA
ABAAA BAA
BBB BAAA
ABABABB BABBB
BAABBAB ABA
ABAB BABA
BABAAA AABBAB
ABBA ABA
BBAB BABABB
AAB BBB
BBAAB BABAB
ABB ABABB
ABB B
AAAB BAA
AAAAA ABB
BABA BABB
A $
AAA AAAA
AAABA AAABAA
ABBA ABB
AABAA ABABA
BAABB ABABB
AAA AAAAA
ABBAAA BABBAA
BB AB
BABA BAAAB
BA AAA
AAAA ABAB
A AA
ABBBBBA AABAAB
BBBBAABABBB ABBBAAABAB
ABA AAAB
AB AAB
AA B
ABAA BBAA
BBAABBBA ABBABABA
AA BB
BBABA AABB
BB AA
$ B
ABAA A
ABBBAABA AAAAAAAA
AABBBB BABBAA
$ B
AA BA
AAA B
ABABBB BBABB
ABA BBAA
$ BA
BBA AAAA
AA $
B $
AAAAAA AAAAAB
BABB BAAB
A AA
BAAAA AB
BBA BBBBA
BAA BABA
AAB BAAB
BB AA
BBAA BAA
ABA BAA
BBBA ABA
BAABBBB AABBA
BBBABA AABBBB
BA BBBB
ABBB A
BA BABB
B BAAA
BBBA BAAAA
B AA
BB AB
BB BA
BABBAA BBBBBB
AA BAA
BBABBA AABAA
AAABB BBBBA
BBBB BB
BBAABABBA ABABBBBA
BBAA BAAA
$ B
AAA BAAB
BBBBA BAAAB
AAAAABB ABBBABA
BBB BBBA
BB ABA
AA ABA
ABAB BBAB
BAA A
AAAAB BBBAA
A BA
AAB AB
BBABA BABABA
BBAAB BBBBB
AB BB
ABBB BBBB
BBBBA AABBBBA
BAAAAB AABBBA
B BB
ABBBABBB BBBBBAAB
ABA BAAB
A B
AAAB ABAB
$ A
A BA
AA BBBBB
BBAAB BBAA
BABABAABBAAB BBBBABBBABB
AAAAA B
BBBBA ABBABA
$ AABB
BAAAB AB
B AB
AAABAAAB ABBBBABAAB
ABBBAAAAA AABAABAA
BAAABAB AABAABBA
ABAA ABABB
BAAA ABAA
$ AB
$ BAB
ABBBABBBBBA BABBBABBBBB
ABBA BABBBB
AAB AB
BA BB
BABAA BBBBBBA
BABAABBA BBAAAAB
AA BBBA
BBAAA AAABA
BBABA BABBA
BB AB
BBAA ABA
ABAA AAB
BB AAA
BABBAB BBBBB
BAA BB
BAB AAA
AAABB A
BABB $
BBB ABBB
AAA ABA
ABAAA BBAAA
BAAA BBABB
BA AB
BBBA AB
B AABB
AB ABA
BBBB BABA
BBAABA BAABAB
AB $
BBBAA AAAABB
ABBBAAA AABBAAA
A AAAA
ABAAA AAA
AABB BBAA
BBBB ABA
BB BBBABB
AAAB BBB
ABAB ABB
ABAB AA
BBBABB AABBA
BB $
AAAAABBBBB AABBBAAB
BAAA AABBA
ABBAA BBAAAB
ABAA BABB
A BA
BBB B
BBAA AABABB
ABBB BBAB
B AAA
BBABA A
BBA BB
BAABA BABAB
AABBBB AABAAA
BAAB ABAA
ABA BB
BABBABBBB AAAABBBBB
AA ABBB
AABAAAB AAAABBA
BBBBB BABAA
ABAABBABA AABBABBB
AA BAAA
ABA ABB
AAAB ABA
BBB BBA
BAB BAA
BABBBBBAAAABA BBABAAAABBBABB
ABA BBB
AAAAA AABB
BAABBBABAAA AAABBBABABAB
AAAAAABA ABABAB
BA AB
A AB
A AAB
BAB BBAB
AAABABA BBABABA
ABB AAB
BAB AA
$ B
A AAAB
AABB BBBB
BBBBBBB ABAA
BAABB ABBB
AB $
ABBAB AA
A $
AABABAB ABABB
BAAAB BAABA
ABABB ABAAA
AB $
B A
BAA AA
ABBAAABBA BABBBAB
BAA A
BAAB BA
BBABAB BBBBAB
BBAB AABBA
AB ABB
AA BBBA
BBBABA ABBBAB
B AA
BB $
B A
AA $
ABABA BABABB
AABB ABBB
ABBA AAABBA
AABBB ABAAB
ABBA BBAABA
BBAA AAABA
AABA AABBB
BBAA BBA
BA A
AABABB ABBBBA
BB $
BBA AABB
AABABBBB ABBBBABA
BAA AB
ABAB BBABA
ABBB BBAB
BABAA AABB
ABBA BABAA
BBBAB AAAAB
ABABABAA BBAABBB
BA AA
AABAAA ABABBBA
ABBB BAB
BABB AAAAA
BBBAAB AABABB
AA ABBAB
AAB AA
BBAA BA
ABBBB ABBAA
ABBBAB BBAA
AB AAAA
ABAB ABB
B BABB
ABAB BABB
B ABA
BAA BBA
BAAA BBBA
A AABA
AAAABBBB ABABAAA
BBAB AABBBAA
BABBAA BAAAAA
AA BAA
ABB B
A AA
BA BAB
BA AA
AABAA BBAB
BA AB
ABABBA ABBBBB
BBABBBA ABAAAAA
BAA BB
AB AAA
ABABAB BBBBBAB
A BAAA
ABBAB BAAAA
$ BA
BA B
AAAABBBABBBABB AABBBABBAAABA
A BBAAA
ABBA AA
AAB BABB
ABB AB
AA B
ABA BA
AAB ABB
ABBBBBAB BBBBAABB
AAAAA BABAA
BA BABBA
ABABA ABBBA
A B
AAAA AB
BBAA BAAB
BBBBBABAB AAABAAABB
BBBBB BAAAA
BBB ABAABBAA
AAAA BAA
ABAA BAAA
$ AA
BAB B
AAAB BBBABB
BAAB BAAAB
AABAB AABAA
AAA AB
BB BAA
B AA
AABBB AABABAA
AAB BAA
A $
BB BAA
ABBBAB ABAABBAA
AB BA
BBBBBB BBBABA
BB BAB
ABAAA BBAB
ABA BBBB
AAABA BBAB
BB AA
A BB
BAAAAA BBBBBB
BBBAAB AAA
AB BA
AAAB AAAAA
BBAB ABAB
ABBABA BBBBB
BBBBAB ABABAA
BBAAB BABBB
A BAB
ABA BA
BB AABA
AABA ABBBB
ABBBBBA BBBAABA
B AB
AB B
ABBBBB ABABB
BB BA
ABB BAAB
AAA AAAA
ABBABBB BBBABA
BABA AA
AABA BB
BABB AAAA
$ B
BAB ABBB
AAABB BAAAB
AAAAAB BABA
BBBB ABBA
BAAA AAB
BAAB BBAB
BBBAABA AAAABA
BBAABB AAAABAB
AABBAAB BBBAB
AAA ABBBA
BAA AB
A $
BBABB ABABBAA
AAABBBAB ABAAAAAB
ABBBBA BABBAB
BAABA BBBA
AAABBA BABBBA
BBBBABBBBBAB AAAAABBA
ABBB BBAAA
BB BABBB
AABAA BBBBBA
BBA BABA
BBAAAB BAAABBBB
AAAA ABA
ABA ABAB
A AA
BB BBB
A $
BA AA
BBAA ABABBA
BAB BBAB
AA BBBB
BAAAB BB
$ BA
BA A
AAB BBB
BBAB BBBB
BABA AAB
BBBB B
AAB BBAA
ABAB BAABA
AA BB
AAAA BABBA
AABABA AB
BBA $
AAAB BBBB
ABAB AABBA
ABBA BAAAA
$ AA
B $
AB ABA
ABBA ABBAB
BBBB BA
BBBAA A
AAAAB AAA
AABB BAA
$ AAA
BBA BB
$ AA
AA AB
BBAABBB ABBBABAAB
BAAB BBB
AABBBB BABABBA
AAABAA AAAABA
BBAAB $
AABBB BBBB
BBABAAB AABAABB
AAB B
AAB AAA
ABA AAAB
BBB BAAB
ABB ABA
BB BA
AABB ABBB
ABB AABAB
$ BBBBB
$ ABB
AAABBB ABBABB
BBB AAA
BB AAAAA
AABB BBBA
B AB
BABA AABA
BAAAAA BBBABABBB
$ BA
AAAABBB BA
BABBA ABB
BBAA BBBAB
BABAB BBA
BA BBBBA
BABA ABABA
ABBB BAB
ABBBA AABAA
AAABB BBAA
ABAB BAAAA
BAA ABB
